name,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Hardbristle Bandit,{1}{G},2.0,Creature — Plant Rogue,"{T}: Add one mana of any color.
Whenever you commit a crime, untap Hardbristle Bandit. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",1,1,['G'],['G'],[],otj,common
Harrier Strix,{U},1.0,Creature — Bird,"Flying
When Harrier Strix enters the battlefield, tap target permanent.
{2}{U}: Draw a card, then discard a card.",1,1,['U'],['U'],['Flying'],otj,common
Hellspur Brute,{4}{R},5.0,Creature — Minotaur Mercenary,"Affinity for outlaws (This spell costs {1} less to cast for each Assassin, Mercenary, Pirate, Rogue, and/or Warlock you control.)
Trample",5,4,['R'],['R'],"['Affinity', 'Trample']",otj,uncommon
Hellspur Posse Boss,{2}{R}{R},4.0,Creature — Lizard Rogue,"Other outlaws you control have haste. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws.)
When Hellspur Posse Boss enters the battlefield, create two 1/1 red Mercenary creature tokens with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",2,4,['R'],['R'],[],otj,rare
Hell to Pay,{X}{R},1.0,Sorcery,Hell to Pay deals X damage to target creature. Create a number of tapped Treasure tokens equal to the amount of excess damage dealt to that creature this way.,n/a,n/a,['R'],['R'],['Treasure'],otj,rare
High Noon,{1}{W},2.0,Enchantment,"Each player can't cast more than one spell each turn.
{4}{R}, Sacrifice High Noon: It deals 5 damage to any target.",n/a,n/a,['W'],"['R', 'W']",[],otj,rare
Highway Robbery,{1}{R},2.0,Sorcery,"You may discard a card or sacrifice a land. If you do, draw two cards.
Plot {1}{R} (You may pay {1}{R} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",n/a,n/a,['R'],['R'],['Plot'],otj,common
Hollow Marauder,{6}{B},7.0,Creature — Specter Rogue,"This spell costs {1} less to cast for each creature card in your graveyard.
Flying
When Hollow Marauder enters the battlefield, any number of target opponents each discard a card. For each of those opponents who didn't discard a card with mana value 4 or greater, draw a card.",4,2,['B'],['B'],['Flying'],otj,uncommon
Holy Cow,{2}{W},3.0,Creature — Ox Angel,"Flash
Flying
When Holy Cow enters the battlefield, you gain 2 life and scry 1. (Look at the top card of your library. You may put that card on the bottom.)",2,2,['W'],['W'],"['Scry', 'Flying', 'Flash']",otj,common
Honest Rutstein,{1}{B}{G},3.0,Legendary Creature — Human Warlock,"When Honest Rutstein enters the battlefield, return target creature card from your graveyard to your hand.
Creature spells you cast cost {1} less to cast.",3,2,"['B', 'G']","['B', 'G']",[],otj,uncommon
Insatiable Avarice,{B},1.0,Sorcery,"Spree (Choose one or more additional costs.)
+ {2} — Search your library for a card, then shuffle and put that card on top.
+ {B}{B} — Target player draws three cards and loses 3 life.",n/a,n/a,['B'],['B'],['Spree'],otj,rare
Inspiring Vantage,,0.0,Land,"Inspiring Vantage enters the battlefield tapped unless you control two or fewer other lands.
{T}: Add {R} or {W}.",n/a,n/a,[],"['R', 'W']",[],otj,rare
Intimidation Campaign,{1}{U}{B},3.0,Enchantment,"When Intimidation Campaign enters the battlefield, each opponent loses 1 life, you gain 1 life, and you draw a card.
Whenever you commit a crime, you may return Intimidation Campaign to its owner's hand. (It returns only from the battlefield. Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",n/a,n/a,"['B', 'U']","['B', 'U']",[],otj,uncommon
Intrepid Stablemaster,{1}{G},2.0,Creature — Human Scout,"Reach
{T}: Add {G}.
{T}: Add two mana of any one color. Spend this mana only to cast Mount or Vehicle spells.",2,2,['G'],['G'],['Reach'],otj,uncommon
Inventive Wingsmith,{2}{W},3.0,Creature — Dwarf Artificer,"At the beginning of your end step, if you haven't cast a spell from your hand this turn and Inventive Wingsmith doesn't have a flying counter on it, put a flying counter on it.",2,4,['W'],['W'],[],otj,common
Irascible Wolverine,{2}{R},3.0,Creature — Wolverine,"When Irascible Wolverine enters the battlefield, exile the top card of your library. Until end of turn, you may play that card.
Plot {2}{R} (You may pay {2}{R} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",3,2,['R'],['R'],['Plot'],otj,common
Iron-Fist Pulverizer,{4}{R},5.0,Creature — Giant Warrior,"Reach
Whenever you cast your second spell each turn, Iron-Fist Pulverizer deals 2 damage to target opponent. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)",4,5,['R'],['R'],"['Reach', 'Scry']",otj,common
Island,,0.0,Basic Land — Island,({T}: Add {U}.),n/a,n/a,[],['U'],[],otj,common
Jace Reawakened,{U}{U},2.0,Legendary Planeswalker — Jace,"You can't cast this spell during your first, second, or third turns of the game.
+1: Draw a card, then discard a card.
+1: You may exile a nonland card with mana value 3 or less from your hand. If you do, it becomes plotted.
−6: Until end of turn, whenever you cast a spell, copy it. You may choose new targets for the copy.",n/a,n/a,['U'],['U'],['Plot'],otj,mythic
Jagged Barrens,,0.0,Land — Desert,"Jagged Barrens enters the battlefield tapped.
When Jagged Barrens enters the battlefield, it deals 1 damage to target opponent.
{T}: Add {B} or {R}.",n/a,n/a,[],"['B', 'R']",[],otj,common
Jailbreak Scheme,{U},1.0,Sorcery,"Spree (Choose one or more additional costs.)
+ {3} — Put a +1/+1 counter on target creature. It can't be blocked this turn.
+ {2} — Target artifact or creature's owner puts it on the top or bottom of their library.",n/a,n/a,['U'],['U'],['Spree'],otj,common
"Jem Lightfoote, Sky Explorer",{2}{W}{U},4.0,Legendary Creature — Human Scout,"Flying, vigilance
At the beginning of your end step, if you haven't cast a spell from your hand this turn, draw a card.",3,3,"['U', 'W']","['U', 'W']","['Flying', 'Vigilance']",otj,uncommon
"Jolene, Plundering Pugilist",{1}{R}{G},3.0,Legendary Creature — Human Mercenary,"Whenever you attack with one or more creatures with power 4 or greater, create a Treasure token.
{1}{R}, Sacrifice a Treasure: Jolene, Plundering Pugilist deals 1 damage to any target.",4,2,"['G', 'R']","['G', 'R']",['Treasure'],otj,uncommon
"Kaervek, the Punisher",{1}{B}{B},3.0,Legendary Creature — Human Warlock,"Whenever you commit a crime, exile up to one target black card from your graveyard and copy it. You may cast the copy. If you do, you lose 2 life. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime. Copies of permanent spells become tokens.)",3,3,['B'],['B'],[],otj,rare
"Kambal, Profiteering Mayor",{1}{W}{B},3.0,Legendary Creature — Human Advisor,"Whenever one or more tokens enter the battlefield under your opponents' control, for each of them, create a tapped token that's a copy of it. This ability triggers only once each turn.
Whenever one or more tokens enter the battlefield under your control, each opponent loses 1 life and you gain 1 life.",2,4,"['B', 'W']","['B', 'W']",[],otj,rare
Kellan Joins Up,{G}{W}{U},3.0,Legendary Enchantment,"When Kellan Joins Up enters the battlefield, you may exile a nonland card with mana value 3 or less from your hand. If you do, it becomes plotted. (You may cast it as a sorcery on a later turn without paying its mana cost.)
Whenever a legendary creature enters the battlefield under your control, put a +1/+1 counter on each creature you control.",n/a,n/a,"['G', 'U', 'W']","['G', 'U', 'W']",['Plot'],otj,rare
"Kellan, the Kid",{G}{W}{U},3.0,Legendary Creature — Human Faerie Rogue,"Flying, lifelink
Whenever you cast a spell from anywhere other than your hand, you may cast a permanent spell with equal or lesser mana value from your hand without paying its mana cost. If you don't, you may put a land card from your hand onto the battlefield.",3,3,"['G', 'U', 'W']","['G', 'U', 'W']","['Flying', 'Lifelink']",otj,mythic
"Kraum, Violent Cacophony",{2}{U}{R},4.0,Legendary Creature — Zombie Horror,"Flying
Whenever you cast your second spell each turn, put a +1/+1 counter on Kraum, Violent Cacophony and draw a card.",2,3,"['R', 'U']","['R', 'U']",['Flying'],otj,uncommon
Lassoed by the Law,{3}{W},4.0,Enchantment,"When Lassoed by the Law enters the battlefield, exile target nonland permanent an opponent controls until Lassoed by the Law leaves the battlefield.
When Lassoed by the Law enters the battlefield, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",n/a,n/a,['W'],['W'],[],otj,uncommon
Laughing Jasper Flint,{1}{B}{R},3.0,Legendary Creature — Lizard Rogue,"Creatures you control but don't own are Mercenaries in addition to their other types.
At the beginning of your upkeep, exile the top X cards of target opponent's library, where X is the number of outlaws you control. Until end of turn, you may cast spells from among those cards, and mana of any type can be spent to cast those spells.",4,3,"['B', 'R']","['B', 'R']",[],otj,rare
Lavaspur Boots,{1},1.0,Artifact — Equipment,"Equipped creature gets +1/+0 and has haste and ward {1}. (Whenever it becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)
Equip {1}",n/a,n/a,[],[],['Equip'],otj,uncommon
"Lazav, Familiar Stranger",{1}{U}{B},3.0,Legendary Creature — Shapeshifter,"Whenever you commit a crime, put a +1/+1 counter on Lazav, Familiar Stranger. Then you may exile a card from a graveyard. If a creature card was exiled this way, you may have Lazav become a copy of that card until end of turn. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",1,4,"['B', 'U']","['B', 'U']",[],otj,uncommon
"Lilah, Undefeated Slickshot",{1}{U}{R},3.0,Legendary Creature — Human Rogue,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever you cast a multicolored instant or sorcery spell from your hand, exile that spell instead of putting it into your graveyard as it resolves. If you do, it becomes plotted. (You may cast it as a sorcery on a later turn without paying its mana cost.)",3,3,"['R', 'U']","['R', 'U']","['Plot', 'Prowess']",otj,rare
Lively Dirge,{1}{B},2.0,Sorcery,"Spree (Choose one or more additional costs.)
+ {1} — Search your library for a card, put it into your graveyard, then shuffle.
+ {2} — Return up to two creature cards with total mana value 4 or less from your graveyard to the battlefield.",n/a,n/a,['B'],['B'],['Spree'],otj,uncommon
Loan Shark,{3}{U},4.0,Creature — Shark Rogue,"When Loan Shark enters the battlefield, if you've cast two or more spells this turn, draw a card.
Plot {3}{U} (You may pay {3}{U} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",3,4,['U'],['U'],['Plot'],otj,common
Lonely Arroyo,,0.0,Land — Desert,"Lonely Arroyo enters the battlefield tapped.
When Lonely Arroyo enters the battlefield, it deals 1 damage to target opponent.
{T}: Add {W} or {U}.",n/a,n/a,[],"['U', 'W']",[],otj,common
Longhorn Sharpshooter,{2}{R},3.0,Creature — Minotaur Rogue,"Reach
When Longhorn Sharpshooter becomes plotted, it deals 2 damage to any target.
Plot {3}{R} (You may pay {3}{R} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",3,3,['R'],['R'],"['Reach', 'Plot']",otj,uncommon
Lush Oasis,,0.0,Land — Desert,"Lush Oasis enters the battlefield tapped.
When Lush Oasis enters the battlefield, it deals 1 damage to target opponent.
{T}: Add {G} or {U}.",n/a,n/a,[],"['G', 'U']",[],otj,common
Luxurious Locomotive,{5},5.0,Artifact — Vehicle,"Whenever Luxurious Locomotive attacks, create a Treasure token for each creature that crewed it this turn. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")
Crew 1. Activate only once each turn. (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",6,5,[],[],"['Treasure', 'Crew']",otj,uncommon
"Magda, the Hoardmaster",{1}{R},2.0,Legendary Creature — Dwarf Berserker,"Whenever you commit a crime, create a tapped Treasure token. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)
Sacrifice three Treasures: Create a 4/4 red Scorpion Dragon creature token with flying and haste. Activate only as a sorcery.",2,2,['R'],['R'],['Treasure'],otj,rare
Magebane Lizard,{1}{R},2.0,Creature — Lizard,"Whenever a player casts a noncreature spell, Magebane Lizard deals damage to that player equal to the number of noncreature spells they've cast this turn.",1,4,['R'],['R'],[],otj,uncommon
Make Your Own Luck,{3}{G}{U},5.0,Sorcery,"Look at the top three cards of your library. You may exile a nonland card from among them. If you do, it becomes plotted. Put the rest into your hand. (You may cast it as a sorcery on a later turn without paying its mana cost.)",n/a,n/a,"['G', 'U']","['G', 'U']",['Plot'],otj,uncommon
"Malcolm, the Eyes",{U}{R},2.0,Legendary Creature — Siren Pirate,"Flying, haste
Whenever you cast your second spell each turn, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",2,2,"['R', 'U']","['R', 'U']","['Flying', 'Investigate', 'Haste']",otj,rare
Map the Frontier,{3}{G},4.0,Sorcery,"Search your library for up to two basic land cards and/or Desert cards, put them onto the battlefield tapped, then shuffle.",n/a,n/a,['G'],['G'],[],otj,uncommon
Marauding Sphinx,{3}{U}{U},5.0,Creature — Sphinx Rogue,"Flying, vigilance, ward {2}
Whenever you commit a crime, surveil 2. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",3,5,['U'],['U'],"['Flying', 'Surveil', 'Vigilance', 'Ward']",otj,uncommon
"Marchesa, Dealer of Death",{U}{B}{R},3.0,Legendary Creature — Human Rogue,"Whenever you commit a crime, you may pay {1}. If you do, look at the top two cards of your library. Put one of them into your hand and the other into your graveyard. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",3,4,"['B', 'R', 'U']","['B', 'R', 'U']",[],otj,rare
Metamorphic Blast,{U},1.0,Instant,"Spree (Choose one or more additional costs.)
+ {1} — Until end of turn, target creature becomes a white Rabbit with base power and toughness 0/1.
+ {3} — Target player draws two cards.",n/a,n/a,['U'],['U'],['Spree'],otj,uncommon
Mine Raider,{2}{R},3.0,Creature — Human Rogue,"Trample
When Mine Raider enters the battlefield, if you control another outlaw, create a Treasure token. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws. A Treasure token is an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",3,2,['R'],['R'],"['Treasure', 'Trample']",otj,common
Mirage Mesa,,0.0,Land — Desert,"Mirage Mesa enters the battlefield tapped. As it enters, choose a color.
{T}: Add one mana of the chosen color.",n/a,n/a,[],[],[],otj,common
"Miriam, Herd Whisperer",{G}{W},2.0,Legendary Creature — Human Druid,"As long as it's your turn, Mounts and Vehicles you control have hexproof.
Whenever a Mount or Vehicle you control attacks, put a +1/+1 counter on it.",3,2,"['G', 'W']","['G', 'W']",[],otj,uncommon
Mobile Homestead,{2},2.0,Artifact — Vehicle,"Mobile Homestead has haste as long as you control a Mount.
Whenever Mobile Homestead attacks, look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",3,3,[],[],['Crew'],otj,uncommon
Mountain,,0.0,Basic Land — Mountain,({T}: Add {R}.),n/a,n/a,[],['R'],[],otj,common
Mourner's Surprise,{1}{B},2.0,Sorcery,"Return up to one target creature card from your graveyard to your hand. Create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",n/a,n/a,['B'],['B'],[],otj,common
Mystical Tether,{2}{W},3.0,Enchantment,"You may cast Mystical Tether as though it had flash if you pay {2} more to cast it.
When Mystical Tether enters the battlefield, exile target artifact or creature an opponent controls until Mystical Tether leaves the battlefield.",n/a,n/a,['W'],['W'],[],otj,common
Neutralize the Guards,{2}{B},3.0,Instant,"Creatures target opponent controls get -1/-1 until end of turn. Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",n/a,n/a,['B'],['B'],['Surveil'],otj,uncommon
Nezumi Linkbreaker,{B},1.0,Creature — Rat Warlock,"When Nezumi Linkbreaker dies, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",1,1,['B'],['B'],[],otj,common
Nimble Brigand,{2}{U},3.0,Creature — Human Rogue,"Nimble Brigand can't be blocked if you've committed a crime this turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)
Whenever Nimble Brigand deals combat damage to a player, draw a card.",1,3,['U'],['U'],[],otj,uncommon
Nurturing Pixie,{W},1.0,Creature — Faerie Rogue,"Flying
When Nurturing Pixie enters the battlefield, return up to one target non-Faerie, nonland permanent you control to its owner's hand. If a permanent was returned this way, put a +1/+1 counter on Nurturing Pixie.",1,1,['W'],['W'],['Flying'],otj,uncommon
Oasis Gardener,{3},3.0,Artifact Creature — Scarecrow,"When Oasis Gardener enters the battlefield, you gain 2 life.
{T}: Add one mana of any color.",2,2,[],[],[],otj,common
"Obeka, Splitter of Seconds",{1}{U}{B}{R},4.0,Legendary Creature — Ogre Warlock,"Menace
Whenever Obeka, Splitter of Seconds deals combat damage to a player, you get that many additional upkeep steps after this phase.",2,5,"['B', 'R', 'U']","['B', 'R', 'U']",['Menace'],otj,rare
"Oko, the Ringleader",{2}{G}{U},4.0,Legendary Planeswalker — Oko,"At the beginning of combat on your turn, Oko, the Ringleader becomes a copy of up to one target creature you control until end of turn, except he has hexproof.
+1: Draw two cards. If you've committed a crime this turn, discard a card. Otherwise, discard two cards.
−1: Create a 3/3 green Elk creature token.
−5: For each other nonland permanent you control, create a token that's a copy of that permanent.",n/a,n/a,"['G', 'U']","['G', 'U']",[],otj,mythic
Omenport Vigilante,{1}{W},2.0,Creature — Human Mercenary,"Omenport Vigilante has double strike as long as you've committed a crime this turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",2,2,['W'],['W'],[],otj,uncommon
One Last Job,{2}{W},3.0,Sorcery,"Spree (Choose one or more additional costs.)
+ {2} — Return target creature card from your graveyard to the battlefield.
+ {1} — Return target Mount or Vehicle card from your graveyard to the battlefield.
+ {1} — Return target Aura or Equipment card from your graveyard to the battlefield attached to a creature you control.",n/a,n/a,['W'],['W'],['Spree'],otj,rare
Ornery Tumblewagg,{2}{G},3.0,Creature — Brushwagg Mount,"At the beginning of combat on your turn, put a +1/+1 counter on target creature.
Whenever Ornery Tumblewagg attacks while saddled, double the number of +1/+1 counters on target creature.
Saddle 2 (Tap any number of other creatures you control with total power 2 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",2,2,['G'],['G'],['Saddle'],otj,rare
Outcaster Greenblade,{2}{G},3.0,Creature — Human Mercenary,"When Outcaster Greenblade enters the battlefield, search your library for a basic land card or a Desert card, reveal it, put it into your hand, then shuffle.
Outcaster Greenblade gets +1/+1 for each Desert you control.",1,2,['G'],['G'],[],otj,uncommon
Outcaster Trailblazer,{2}{G},3.0,Creature — Human Druid,"When Outcaster Trailblazer enters the battlefield, add one mana of any color.
Whenever another creature with power 4 or greater enters the battlefield under your control, draw a card.
Plot {2}{G} (You may pay {2}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",4,2,['G'],['G'],['Plot'],otj,rare
Outlaw Medic,{1}{W},2.0,Creature — Human Rogue,"Lifelink
When Outlaw Medic dies, draw a card.",1,3,['W'],['W'],['Lifelink'],otj,common
Outlaws' Fury,{2}{R},3.0,Instant,"Creatures you control get +2/+0 until end of turn. If you control an outlaw, exile the top card of your library. Until the end of your next turn, you may play that card. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws.)",n/a,n/a,['R'],['R'],[],otj,common
Outlaw Stitcher,{3}{U},4.0,Creature — Human Warlock,"When Outlaw Stitcher enters the battlefield, create a 2/2 blue and black Zombie Rogue creature token, then put two +1/+1 counters on that token for each spell you've cast this turn other than the first.
Plot {4}{U} (You may pay {4}{U} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",1,4,['U'],['U'],['Plot'],otj,uncommon
Overzealous Muscle,{4}{B},5.0,Creature — Ogre Mercenary,"Whenever you commit a crime during your turn, Overzealous Muscle gains indestructible until end of turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime. Damage and effects that say ""destroy"" don't destroy a creature with indestructible.)",5,4,['B'],['B'],[],otj,common
Patient Naturalist,{2}{G},3.0,Creature — Human Scout,"When Patient Naturalist enters the battlefield, mill three cards. Put a land card from among the milled cards into your hand. If you can't, create a Treasure token. (To mill three cards, put the top three cards of your library into your graveyard.)",2,3,['G'],['G'],"['Treasure', 'Mill']",otj,common
Peerless Ropemaster,{4}{U},5.0,Creature — Human Rogue,"When Peerless Ropemaster enters the battlefield, return up to one target tapped creature to its owner's hand.",4,4,['U'],['U'],[],otj,common
Phantom Interference,{U},1.0,Instant,"Spree (Choose one or more additional costs.)
+ {3} — Create a 2/2 white Spirit creature token with flying.
+ {1} — Counter target spell unless its controller pays {2}.",n/a,n/a,['U'],['U'],['Spree'],otj,common
Pillage the Bog,{B}{G},2.0,Sorcery,"Look at the top X cards of your library, where X is twice the number of lands you control. Put one of them into your hand and the rest on the bottom of your library in a random order.
Plot {1}{B}{G} (You may pay {1}{B}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",n/a,n/a,"['B', 'G']","['B', 'G']",['Plot'],otj,rare
Pitiless Carnage,{3}{B},4.0,Sorcery,"Sacrifice any number of permanents you control, then draw that many cards.
Plot {1}{B}{B} (You may pay {1}{B}{B} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",n/a,n/a,['B'],['B'],['Plot'],otj,rare
Plains,,0.0,Basic Land — Plains,({T}: Add {W}.),n/a,n/a,[],['W'],[],otj,common
Plan the Heist,{2}{U}{U},4.0,Sorcery,"Surveil 3 if you have no cards in hand. Then draw three cards. (To surveil 3, look at the top three cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
Plot {3}{U} (You may pay {3}{U} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",n/a,n/a,['U'],['U'],"['Surveil', 'Plot']",otj,uncommon
Prairie Dog,{1}{W},2.0,Creature — Squirrel,"Lifelink
At the beginning of your end step, if you haven't cast a spell from your hand this turn, put a +1/+1 counter on Prairie Dog.
{4}{W}: Until end of turn, if you would put one or more +1/+1 counters on a creature you control, put that many plus one +1/+1 counters on it instead.",2,2,['W'],['W'],['Lifelink'],otj,uncommon
Prickly Pair,{2}{R},3.0,Creature — Plant Mercenary,"When Prickly Pair enters the battlefield, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",2,2,['R'],['R'],[],otj,common
Prosperity Tycoon,{3}{W},4.0,Creature — Human Noble,"When Prosperity Tycoon enters the battlefield, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""
{2}, Sacrifice a token: Prosperity Tycoon gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it.)",4,2,['W'],['W'],[],otj,uncommon
Quick Draw,{R},1.0,Instant,Target creature you control gets +1/+1 and gains first strike until end of turn. Creatures target opponent controls lose first strike and double strike until end of turn.,n/a,n/a,['R'],['R'],[],otj,common
Quilled Charger,{3}{R},4.0,Creature — Porcupine Mount,"Whenever Quilled Charger attacks while saddled, it gets +1/+2 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)
Saddle 2 (Tap any number of other creatures you control with total power 2 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",4,3,['R'],['R'],['Saddle'],otj,common
Railway Brawler,{3}{G}{G},5.0,Creature — Rhino Warrior,"Reach, trample
Whenever another creature enters the battlefield under your control, put X +1/+1 counters on it, where X is its power.
Plot {3}{G} (You may pay {3}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",5,5,['G'],['G'],"['Reach', 'Plot', 'Trample']",otj,mythic
Rakdos Joins Up,{3}{B}{R},5.0,Legendary Enchantment,"When Rakdos Joins Up enters the battlefield, return target creature card from your graveyard to the battlefield with two additional +1/+1 counters on it.
Whenever a legendary creature you control dies, Rakdos Joins Up deals damage equal to that creature's power to target opponent.",n/a,n/a,"['B', 'R']","['B', 'R']",[],otj,rare
"Rakdos, the Muscle",{2}{B}{B}{R},5.0,Legendary Creature — Demon Mercenary,"Flying, trample
Whenever you sacrifice another creature, exile cards equal to its mana value from the top of target player's library. Until your next end step, you may play those cards, and mana of any type can be spent to cast those spells.
Sacrifice another creature: Rakdos, the Muscle gains indestructible until end of turn. Tap it. Activate only once each turn.",6,5,"['B', 'R']","['B', 'R']","['Flying', 'Trample']",otj,mythic
Rakish Crew,{2}{B},3.0,Enchantment,"When Rakish Crew enters the battlefield, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""
Whenever an outlaw you control dies, each opponent loses 1 life and you gain 1 life. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws.)",n/a,n/a,['B'],['B'],[],otj,uncommon
Rambling Possum,{2}{G},3.0,Creature — Possum Mount,"Whenever Rambling Possum attacks while saddled, it gets +1/+2 until end of turn. Then you may return any number of creatures that saddled it this turn to their owner's hand.
Saddle 1 (Tap any number of other creatures you control with total power 1 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",3,3,['G'],['G'],['Saddle'],otj,uncommon
Rattleback Apothecary,{2}{B},3.0,Creature — Gorgon Warlock,"Deathtouch
Whenever you commit a crime, target creature you control gains your choice of menace or lifelink until end of turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",3,2,['B'],['B'],['Deathtouch'],otj,uncommon
Raucous Entertainer,{1}{G},2.0,Creature — Plant Bard,"{1}, {T}: Put a +1/+1 counter on each creature you control that entered the battlefield this turn.",2,2,['G'],['G'],[],otj,uncommon
Raven of Fell Omens,{1}{B},2.0,Creature — Bird,"Flying
Whenever you commit a crime, each opponent loses 1 life and you gain 1 life. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",1,2,['B'],['B'],['Flying'],otj,common
Razzle-Dazzler,{1}{U},2.0,Creature — Human Wizard,"Whenever you cast your second spell each turn, put a +1/+1 counter on Razzle-Dazzler. It can't be blocked this turn.",1,2,['U'],['U'],[],otj,common
Reach for the Sky,{3}{G},4.0,Enchantment — Aura,"Flash
Enchant creature
Enchanted creature gets +3/+2 and has reach.
When Reach for the Sky is put into a graveyard from the battlefield, draw a card.",n/a,n/a,['G'],['G'],"['Enchant', 'Flash']",otj,common
Reckless Lackey,{R},1.0,Creature — Goblin Pirate,"First strike, haste
{2}{R}, Sacrifice Reckless Lackey: Draw a card and create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",1,2,['R'],['R'],"['First strike', 'Treasure', 'Haste']",otj,common
Redrock Sentinel,{3},3.0,Artifact Creature — Golem,"Defender
{2}, {T}, Sacrifice a land: Draw a card and create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",2,4,[],[],"['Treasure', 'Defender']",otj,uncommon
Requisition Raid,{W},1.0,Sorcery,"Spree (Choose one or more additional costs.)
+ {1} — Destroy target artifact.
+ {1} — Destroy target enchantment.
+ {1} — Put a +1/+1 counter on each creature target player controls.",n/a,n/a,['W'],['W'],['Spree'],otj,uncommon
Resilient Roadrunner,{1}{R},2.0,Creature — Bird,"Haste, protection from Coyotes
{3}: Resilient Roadrunner can't be blocked this turn except by creatures with haste.",2,2,['R'],['R'],"['Protection', 'Haste']",otj,uncommon
Return the Favor,{R}{R},2.0,Instant,"Spree (Choose one or more additional costs.)
+ {1} — Copy target instant spell, sorcery spell, activated ability, or triggered ability. You may choose new targets for the copy.
+ {1} — Change the target of target spell or ability with a single target.",n/a,n/a,['R'],['R'],['Spree'],otj,uncommon
