name,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Geyadrone Dihada,{1}{U}{B}{R},4.0,Legendary Planeswalker — Dihada,"Protection from permanents with corruption counters on them
+1: Each opponent loses 2 life and you gain 2 life. Put a corruption counter on up to one other target creature or planeswalker.
−3: Gain control of target creature or planeswalker until end of turn. Untap it and put a corruption counter on it. It gains haste until end of turn.
−7: Gain control of each permanent with a corruption counter on it.",n/a,n/a,"['B', 'R', 'U']","['B', 'R', 'U']",['Protection'],mh2,mythic
Ghost-Lit Drifter,{2}{U},3.0,Creature — Spirit,"Flying
{2}{U}: Another target creature gains flying until end of turn.
Channel — {X}{U}, Discard Ghost-Lit Drifter: X target creatures gain flying until end of turn.",2,2,['U'],['U'],"['Flying', 'Channel']",mh2,uncommon
Gilt-Blade Prowler,{2}{B},3.0,Creature — Human Rogue,"{1}, {T}, Pay 1 life: Draw a card. Activate only if you've discarded a card this turn.",2,3,['B'],['B'],[],mh2,common
Glimmer Bairn,{G},1.0,Creature — Ouphe,Sacrifice a token: Glimmer Bairn gets +2/+2 until end of turn.,1,2,['G'],['G'],[],mh2,common
Glimpse of Tomorrow,,0.0,Sorcery,"Suspend 3—{R}{R}
Shuffle all permanents you own into your library, then reveal that many cards from the top of your library. Put all non-Aura permanent cards revealed this way onto the battlefield, then do the same for Aura cards, then put the rest on the bottom of your library in a random order.",n/a,n/a,['R'],['R'],['Suspend'],mh2,rare
Glinting Creeper,{4}{G},5.0,Creature — Plant,"Converge — Glinting Creeper enters the battlefield with two +1/+1 counters on it for each color of mana spent to cast it.
Glinting Creeper can't be blocked by creatures with power 2 or less.",0,0,['G'],['G'],['Converge'],mh2,uncommon
Glorious Enforcer,{5}{W}{W},7.0,Creature — Angel,"Flying, lifelink
At the beginning of each combat, if you have more life than an opponent, Glorious Enforcer gains double strike until end of turn.",5,5,['W'],['W'],"['Flying', 'Lifelink']",mh2,uncommon
Goblin Anarchomancer,{R}{G},2.0,Creature — Goblin Shaman,Each spell you cast that's red or green costs {1} less to cast.,2,2,"['G', 'R']","['G', 'R']",[],mh2,common
Goblin Bombardment,{1}{R},2.0,Enchantment,Sacrifice a creature: Goblin Bombardment deals 1 damage to any target.,n/a,n/a,['R'],['R'],[],mh2,rare
Goblin Traprunner,{3}{R},4.0,Creature — Goblin,"Whenever Goblin Traprunner attacks, flip three coins. For each flip you win, create a 1/1 red Goblin creature token that's tapped and attacking.",4,2,['R'],['R'],[],mh2,uncommon
Goldmire Bridge,,0.0,Artifact Land,"Goldmire Bridge enters the battlefield tapped.
Indestructible
{T}: Add {W} or {B}.",n/a,n/a,[],"['B', 'W']",['Indestructible'],mh2,common
Gorilla Shaman,{R},1.0,Creature — Ape Shaman,{X}{X}{1}: Destroy target noncreature artifact with mana value X.,1,1,['R'],['R'],[],mh2,uncommon
Gouged Zealot,{3}{R},4.0,Creature — Cyclops Berserker,"Reach
Delirium — Whenever Gouged Zealot attacks, if there are four or more card types among cards in your graveyard, Gouged Zealot deals 1 damage to each creature defending player controls.",4,3,['R'],['R'],"['Delirium', 'Reach']",mh2,common
Graceful Restoration,{3}{W}{B},5.0,Sorcery,"Choose one —
• Return target creature card from your graveyard to the battlefield with an additional +1/+1 counter on it.
• Return up to two target creature cards with power 2 or less from your graveyard to the battlefield.",n/a,n/a,"['B', 'W']","['B', 'W']",[],mh2,uncommon
Greed,{3}{B},4.0,Enchantment,"{B}, Pay 2 life: Draw a card.",n/a,n/a,['B'],['B'],[],mh2,uncommon
Grief,{2}{B}{B},4.0,Creature — Elemental Incarnation,"Menace
When Grief enters the battlefield, target opponent reveals their hand. You choose a nonland card from it. That player discards that card.
Evoke—Exile a black card from your hand.",3,2,['B'],['B'],"['Evoke', 'Menace']",mh2,mythic
"Grist, the Hunger Tide",{1}{B}{G},3.0,Legendary Planeswalker — Grist,"As long as Grist, the Hunger Tide isn't on the battlefield, it's a 1/1 Insect creature in addition to its other types.
+1: Create a 1/1 black and green Insect creature token, then mill a card. If an Insect card was milled this way, put a loyalty counter on Grist and repeat this process.
−2: You may sacrifice a creature. When you do, destroy target creature or planeswalker.
−5: Each opponent loses life equal to the number of creature cards in your graveyard.",n/a,n/a,"['B', 'G']","['B', 'G']",['Mill'],mh2,mythic
Guardian Kirin,{3}{W},4.0,Creature — Kirin,"Flying
Whenever another creature you control dies, put a +1/+1 counter on Guardian Kirin.",2,3,['W'],['W'],['Flying'],mh2,common
Hard Evidence,{U},1.0,Sorcery,"Create a 0/3 blue Crab creature token.
Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",n/a,n/a,['U'],['U'],['Investigate'],mh2,common
Harmonic Prodigy,{1}{R},2.0,Creature — Human Wizard,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
If an ability of a Shaman or another Wizard you control triggers, that ability triggers an additional time.",1,3,['R'],['R'],['Prowess'],mh2,rare
Healer's Flock,{W}{W}{W},3.0,Creature — Bird,"Flying, lifelink",3,3,['W'],['W'],"['Flying', 'Lifelink']",mh2,uncommon
Hell Mongrel,{3}{B},4.0,Creature — Nightmare Dog,"Discard a card: Hell Mongrel gets +1/+1 until end of turn.
Madness {2}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",4,3,['B'],['B'],['Madness'],mh2,common
Herd Baloth,{3}{G}{G},5.0,Creature — Beast,"Whenever one or more +1/+1 counters are put on Herd Baloth, you may create a 4/4 green Beast creature token.",4,4,['G'],['G'],[],mh2,uncommon
Hunting Pack,{5}{G}{G},7.0,Instant,"Create a 4/4 green Beast creature token.
Storm (When you cast this spell, copy it for each spell cast before it this turn.)",n/a,n/a,['G'],['G'],['Storm'],mh2,uncommon
Ignoble Hierarch,{G},1.0,Creature — Goblin Shaman,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
{T}: Add {B}, {R}, or {G}.",0,1,['G'],"['B', 'G', 'R']",['Exalted'],mh2,rare
Imperial Recruiter,{2}{R},3.0,Creature — Human Advisor,"When Imperial Recruiter enters the battlefield, search your library for a creature card with power 2 or less, reveal it, put it into your hand, then shuffle.",1,1,['R'],['R'],[],mh2,mythic
Inevitable Betrayal,,0.0,Sorcery,"Suspend 3—{1}{U}{U} (Rather than cast this card from your hand, pay {1}{U}{U} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost.)
Search target opponent's library for a creature card and put that card onto the battlefield under your control. Then that player shuffles.",n/a,n/a,['U'],['U'],['Suspend'],mh2,rare
Island,,0.0,Basic Land — Island,({T}: Add {U}.),n/a,n/a,[],['U'],[],mh2,common
Jade Avenger,{1}{G},2.0,Creature — Frog Samurai,"Bushido 2 (Whenever this creature blocks or becomes blocked, it gets +2/+2 until end of turn.)",2,2,['G'],['G'],['Bushido'],mh2,common
Jewel-Eyed Cobra,{2}{G},3.0,Creature — Snake,"Deathtouch
When Jewel-Eyed Cobra dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",3,1,['G'],['G'],"['Treasure', 'Deathtouch']",mh2,common
Junk Winder,{5}{U}{U},7.0,Creature — Serpent,"Affinity for tokens (This spell costs {1} less to cast for each token you control.)
Whenever a token enters the battlefield under your control, tap target nonland permanent an opponent controls. It doesn't untap during its controller's next untap step.",5,6,['U'],['U'],['Affinity'],mh2,uncommon
Kaldra Compleat,{7},7.0,Legendary Artifact — Equipment,"Living weapon
Indestructible
Equipped creature gets +5/+5 and has first strike, trample, indestructible, haste, and ""Whenever this creature deals combat damage to a creature, exile that creature.""
Equip {7}",n/a,n/a,[],[],"['Indestructible', 'Equip', 'Living weapon']",mh2,mythic
Kaleidoscorch,{1}{R},2.0,Sorcery,"Converge — Kaleidoscorch deals X damage to any target, where X is the number of colors of mana spent to cast this spell.
Flashback {4}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",n/a,n/a,['R'],['R'],"['Converge', 'Flashback']",mh2,uncommon
Karmic Guide,{3}{W}{W},5.0,Creature — Angel Spirit,"Flying, protection from black
Echo {3}{W}{W} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Karmic Guide enters the battlefield, return target creature card from your graveyard to the battlefield.",2,2,['W'],['W'],"['Echo', 'Flying', 'Protection']",mh2,rare
Kitchen Imp,{3}{B},4.0,Creature — Imp,"Flying, haste
Madness {B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",2,2,['B'],['B'],"['Flying', 'Madness', 'Haste']",mh2,common
Knighted Myr,{2}{W},3.0,Artifact Creature — Myr Knight,"{2}{W}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)
Whenever one or more +1/+1 counters are put on Knighted Myr, it gains double strike until end of turn.",2,2,['W'],['W'],['Adapt'],mh2,common
Landscaper Colos,{5}{W},6.0,Creature — Goat Beast,"When Landscaper Colos enters the battlefield, put target card from an opponent's graveyard on the bottom of their library.
Basic landcycling {1}{W} ({1}{W}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",4,6,['W'],['W'],"['Landcycling', 'Basic landcycling', 'Typecycling', 'Cycling']",mh2,common
Late to Dinner,{3}{W},4.0,Sorcery,"Return target creature card from your graveyard to the battlefield. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",n/a,n/a,['W'],['W'],['Food'],mh2,common
Lazotep Chancellor,{U}{B},2.0,Creature — Zombie Wizard,"Whenever you discard a card, you may pay {1}. If you do, amass Zombies 2. (Put two +1/+1 counters on an Army you control. It's also a Zombie. If you don't control an Army, create a 0/0 black Zombie Army creature token first.)",1,3,"['B', 'U']","['B', 'U']",['Amass'],mh2,uncommon
Legion Vanguard,{1}{B},2.0,Creature — Vampire Soldier,"{1}, Sacrifice another creature: Legion Vanguard explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",2,2,['B'],['B'],['Explore'],mh2,uncommon
Lens Flare,{4}{W},5.0,Instant,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
Lens Flare deals 5 damage to target attacking or blocking creature.",n/a,n/a,['W'],['W'],['Affinity'],mh2,common
Lightning Spear,{1}{R},2.0,Artifact — Equipment,"Equipped creature gets +1/+0 and has trample.
{2}{R}, Sacrifice Lightning Spear: It deals 3 damage to any target.
Equip {1}",n/a,n/a,['R'],['R'],['Equip'],mh2,common
Liquimetal Torque,{2},2.0,Artifact,"{T}: Add {C}.
{T}: Target nonland permanent becomes an artifact in addition to its other types until end of turn.",n/a,n/a,[],[],[],mh2,uncommon
Loathsome Curator,{4}{B},5.0,Creature — Gorgon Wizard,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
Menace
When Loathsome Curator exploits a creature, destroy target creature you don't control with mana value 3 or less.",5,4,['B'],['B'],"['Menace', 'Exploit']",mh2,common
"Lonis, Cryptozoologist",{G}{U},2.0,Legendary Creature — Snake Elf Scout,"Whenever another nontoken creature enters the battlefield under your control, investigate.
{T}, Sacrifice X Clues: Target opponent reveals the top X cards of their library. You may put a nonland permanent card with mana value X or less from among them onto the battlefield under your control. That player puts the rest on the bottom of their library in a random order.",1,2,"['G', 'U']","['G', 'U']",['Investigate'],mh2,rare
Lose Focus,{1}{U},2.0,Instant,"Replicate {U} (When you cast this spell, copy it for each time you paid its replicate cost. You may choose new targets for the copies.)
Counter target spell unless its controller pays {2}.",n/a,n/a,['U'],['U'],['Replicate'],mh2,common
Lucid Dreams,{3}{U}{U},5.0,Sorcery,"Draw X cards, where X is the number of card types among cards in your graveyard.",n/a,n/a,['U'],['U'],[],mh2,uncommon
Magus of the Bridge,{B}{B}{B},3.0,Creature — Human Wizard,"Whenever a nontoken creature is put into your graveyard from the battlefield, create a 2/2 black Zombie creature token.
When a creature is put into an opponent's graveyard from the battlefield, exile Magus of the Bridge.",4,4,['B'],['B'],[],mh2,rare
Marble Gargoyle,{2}{W},3.0,Artifact Creature — Gargoyle,"Flying
{W}: Marble Gargoyle gets +0/+1 until end of turn.",2,2,['W'],['W'],['Flying'],mh2,common
Marsh Flats,,0.0,Land,"{T}, Pay 1 life, Sacrifice Marsh Flats: Search your library for a Plains or Swamp card, put it onto the battlefield, then shuffle.",n/a,n/a,[],[],[],mh2,rare
Master of Death,{1}{U}{B},3.0,Creature — Zombie Wizard,"When Master of Death enters the battlefield, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
At the beginning of your upkeep, if Master of Death is in your graveyard, you may pay 1 life. If you do, return it to your hand.",3,1,"['B', 'U']","['B', 'U']",['Surveil'],mh2,rare
Mental Journey,{4}{U}{U},6.0,Instant,"Draw three cards.
Basic landcycling {1}{U} ({1}{U}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",n/a,n/a,['U'],['U'],"['Landcycling', 'Basic landcycling', 'Typecycling', 'Cycling']",mh2,common
Millikin,{2},2.0,Artifact Creature — Construct,"{T}, Mill a card: Add {C}. (To mill a card, put the top card of your library into your graveyard.)",0,1,[],[],['Mill'],mh2,uncommon
Mine Collapse,{3}{R},4.0,Instant,"If it's your turn, you may sacrifice a Mountain rather than pay this spell's mana cost.
Mine Collapse deals 5 damage to target creature or planeswalker.",n/a,n/a,['R'],['R'],[],mh2,common
Mirari's Wake,{3}{G}{W},5.0,Enchantment,"Creatures you control get +1/+1.
Whenever you tap a land for mana, add one mana of any type that land produced.",n/a,n/a,"['G', 'W']","['G', 'W']",[],mh2,mythic
Mishra's Factory,,0.0,Land,"{T}: Add {C}.
{1}: Mishra's Factory becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land.
{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.",n/a,n/a,[],[],[],mh2,uncommon
Mistvault Bridge,,0.0,Artifact Land,"Mistvault Bridge enters the battlefield tapped.
Indestructible
{T}: Add {U} or {B}.",n/a,n/a,[],"['B', 'U']",['Indestructible'],mh2,common
Misty Rainforest,,0.0,Land,"{T}, Pay 1 life, Sacrifice Misty Rainforest: Search your library for a Forest or Island card, put it onto the battlefield, then shuffle.",n/a,n/a,[],[],[],mh2,rare
Moderation,{1}{W}{U},3.0,Enchantment,"You can't cast more than one spell each turn.
Whenever you cast a spell, draw a card.",n/a,n/a,"['U', 'W']","['U', 'W']",[],mh2,rare
Mogg Salvage,{2}{R},3.0,Instant,"If an opponent controls an Island and you control a Mountain, you may cast this spell without paying its mana cost.
Destroy target artifact.",n/a,n/a,['R'],['R'],[],mh2,uncommon
Monoskelion,{2},2.0,Artifact Creature — Construct,"Monoskelion enters the battlefield with a +1/+1 counter on it.
{1}, Remove a +1/+1 counter from Monoskelion: It deals 1 damage to any target.",1,1,[],[],[],mh2,uncommon
Mountain,,0.0,Basic Land — Mountain,({T}: Add {R}.),n/a,n/a,[],['R'],[],mh2,common
Mount Velus Manticore,{2}{R}{R},4.0,Enchantment Creature — Manticore,"At the beginning of combat on your turn, you may discard a card. When you do, Mount Velus Manticore deals X damage to any target, where X is the number of card types the discarded card has.",3,4,['R'],['R'],[],mh2,common
Murktide Regent,{5}{U}{U},7.0,Creature — Dragon,"Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
Flying
Murktide Regent enters the battlefield with a +1/+1 counter on it for each instant and sorcery card exiled with it.
Whenever an instant or sorcery card leaves your graveyard, put a +1/+1 counter on Murktide Regent.",3,3,['U'],['U'],"['Flying', 'Delve']",mh2,mythic
Myr Scrapling,{1},1.0,Artifact Creature — Myr,Sacrifice Myr Scrapling: Put a +1/+1 counter on target creature.,1,1,[],[],[],mh2,common
Mystic Redaction,{2}{U},3.0,Enchantment,"At the beginning of your upkeep, scry 1.
Whenever you discard a card, each opponent mills two cards. (They put the top two cards of their library into their graveyard.)",n/a,n/a,['U'],['U'],"['Mill', 'Scry']",mh2,uncommon
Necrogoyf,{3}{B}{B},5.0,Creature — Lhurgoyf,"Necrogoyf's power is equal to the number of creature cards in all graveyards.
At the beginning of each player's upkeep, that player discards a card.
Madness {1}{B}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",*,4,['B'],['B'],['Madness'],mh2,rare
Necromancer's Familiar,{3}{B},4.0,Creature — Bird Spirit,"Flying
Hellbent — Necromancer's Familiar has lifelink as long as you have no cards in hand.
{B}, Discard a card: Necromancer's Familiar gains indestructible until end of turn. Tap it.",3,1,['B'],['B'],"['Flying', 'Hellbent']",mh2,uncommon
Nested Shambler,{B},1.0,Creature — Zombie,"When Nested Shambler dies, create X tapped 1/1 green Squirrel creature tokens, where X is Nested Shambler's power.",1,1,['B'],['B'],[],mh2,common
Nettlecyst,{3},3.0,Artifact — Equipment,"Living weapon (When this Equipment enters the battlefield, create a 0/0 black Phyrexian Germ creature token, then attach this to it.)
Equipped creature gets +1/+1 for each artifact and/or enchantment you control.
Equip {2}",n/a,n/a,[],[],"['Equip', 'Living weapon']",mh2,rare
Nevinyrral's Disk,{4},4.0,Artifact,"Nevinyrral's Disk enters the battlefield tapped.
{1}, {T}: Destroy all artifacts, creatures, and enchantments.",n/a,n/a,[],[],[],mh2,rare
Nykthos Paragon,{4}{W}{W},6.0,Enchantment Creature — Human Soldier,"Whenever you gain life, you may put that many +1/+1 counters on each creature you control. Do this only once each turn.",4,6,['W'],['W'],[],mh2,rare
Obsidian Charmaw,{3}{R}{R},5.0,Creature — Dragon,"This spell costs {1} less to cast for each land your opponents control that could produce {C}.
Flying
When Obsidian Charmaw enters the battlefield, destroy target nonbasic land an opponent controls.",4,4,['R'],['R'],['Flying'],mh2,rare
Orchard Strider,{4}{G}{G},6.0,Creature — Treefolk,"When Orchard Strider enters the battlefield, create two Food tokens. (They're artifacts with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
Basic landcycling {1}{G} ({1}{G}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",6,4,['G'],['G'],"['Landcycling', 'Food', 'Basic landcycling', 'Typecycling', 'Cycling']",mh2,common
Ornithopter of Paradise,{2},2.0,Artifact Creature — Thopter,"Flying
{T}: Add one mana of any color.",0,2,[],[],['Flying'],mh2,common
Out of Time,{1}{W}{W},3.0,Enchantment,"When Out of Time enters the battlefield, untap all creatures, then those creatures phase out until Out of Time leaves the battlefield. Put a time counter on Out of Time for each creature that phased out this way.
Vanishing (At the beginning of your upkeep, remove a time counter from this enchantment. When the last is removed, sacrifice it.)",n/a,n/a,['W'],['W'],['Vanishing'],mh2,rare
Parcel Myr,{1}{U},2.0,Artifact Creature — Clue Myr,"{2}, Sacrifice Parcel Myr: Draw a card.",2,1,['U'],['U'],[],mh2,common
Patchwork Gnomes,{3},3.0,Artifact Creature — Gnome,"Discard a card: Regenerate Patchwork Gnomes. (The next time this creature would be destroyed, instead tap it, remove it from combat, and heal all damage on it.)",2,1,[],[],[],mh2,uncommon
Patriarch's Bidding,{3}{B}{B},5.0,Sorcery,Each player chooses a creature type. Each player returns all creature cards of a type chosen this way from their graveyard to the battlefield.,n/a,n/a,['B'],['B'],[],mh2,rare
Persist,{1}{B},2.0,Sorcery,Return target nonlegendary creature card from your graveyard to the battlefield with a -1/-1 counter on it.,n/a,n/a,['B'],['B'],[],mh2,rare
Phantasmal Dreadmaw,{2}{U}{U},4.0,Creature — Dinosaur Illusion,"Trample
When Phantasmal Dreadmaw becomes the target of a spell or ability, sacrifice it.",6,6,['U'],['U'],['Trample'],mh2,common
Piercing Rays,{1}{W},2.0,Sorcery,"Exile target tapped creature.
Forecast — {2}{W}, Reveal Piercing Rays from your hand: Tap target untapped creature. (Activate this ability only during your upkeep and only once each turn.)",n/a,n/a,['W'],['W'],['Forecast'],mh2,common
"Piru, the Volatile",{2}{R}{R}{W}{W}{B}{B},8.0,Legendary Creature — Elder Dragon,"Flying, lifelink
At the beginning of your upkeep, sacrifice Piru, the Volatile unless you pay {R}{W}{B}.
When Piru dies, it deals 7 damage to each nonlegendary creature.",7,7,"['B', 'R', 'W']","['B', 'R', 'W']","['Flying', 'Lifelink']",mh2,rare
Plains,,0.0,Basic Land — Plains,({T}: Add {W}.),n/a,n/a,[],['W'],[],mh2,common
Power Depot,,0.0,Artifact Land,"Power Depot enters the battlefield tapped.
{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast artifact spells or activate abilities of artifacts.
Modular 1",n/a,n/a,[],[],['Modular'],mh2,uncommon
Priest of Fell Rites,{W}{B},2.0,Creature — Human Warlock,"{T}, Pay 3 life, Sacrifice Priest of Fell Rites: Return target creature card from your graveyard to the battlefield. Activate only as a sorcery.
Unearth {3}{W}{B} ({3}{W}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",2,2,"['B', 'W']","['B', 'W']",['Unearth'],mh2,rare
Prismatic Ending,{X}{W},1.0,Sorcery,Converge — Exile target nonland permanent if its mana value is less than or equal to the number of colors of mana spent to cast this spell.,n/a,n/a,['W'],['W'],['Converge'],mh2,uncommon
Profane Tutor,,0.0,Sorcery,"Suspend 2—{1}{B} (Rather than cast this card from your hand, pay {1}{B} and exile it with two time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost.)
Search your library for a card, put that card into your hand, then shuffle.",n/a,n/a,['B'],['B'],['Suspend'],mh2,rare
Prophetic Titan,{4}{U}{R},6.0,Creature — Giant Wizard,"Delirium — When Prophetic Titan enters the battlefield, choose one. If there are four or more card types among cards in your graveyard, choose both instead.
• Prophetic Titan deals 4 damage to any target.
• Look at the top four cards of your library. Put one of them into your hand and the rest on the bottom of your library in a random order.",4,4,"['R', 'U']","['R', 'U']",['Delirium'],mh2,uncommon
Quirion Ranger,{G},1.0,Creature — Elf Ranger,Return a Forest you control to its owner's hand: Untap target creature. Activate only once each turn.,1,1,['G'],['G'],[],mh2,uncommon
Radiant Epicure,{4}{B},5.0,Creature — Vampire Wizard,"Converge — When Radiant Epicure enters the battlefield, each opponent loses X life and you gain X life, where X is the number of colors of mana spent to cast this spell.",5,5,['B'],['B'],['Converge'],mh2,uncommon
"Ragavan, Nimble Pilferer",{R},1.0,Legendary Creature — Monkey Pirate,"Whenever Ragavan, Nimble Pilferer deals combat damage to a player, create a Treasure token and exile the top card of that player's library. Until end of turn, you may cast that card.
Dash {1}{R} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)",2,1,['R'],['R'],"['Treasure', 'Dash']",mh2,mythic
Rakdos Headliner,{B}{R},2.0,Creature — Devil,"Haste
Echo—Discard a card. (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)",3,3,"['B', 'R']","['B', 'R']","['Haste', 'Echo']",mh2,uncommon
Ravenous Squirrel,{B/G},1.0,Creature — Squirrel,"Whenever you sacrifice an artifact or creature, put a +1/+1 counter on Ravenous Squirrel.
{1}{B}{G}, Sacrifice an artifact or creature: You gain 1 life and draw a card.",1,1,"['B', 'G']","['B', 'G']",[],mh2,uncommon
Raving Visionary,{1}{U},2.0,Creature — Merfolk Wizard,"{U}, {T}: Draw a card, then discard a card.
Delirium — {2}{U}, {T}: Draw a card. Activate only if there are four or more card types among cards in your graveyard.",1,1,['U'],['U'],['Delirium'],mh2,uncommon
Razortide Bridge,,0.0,Artifact Land,"Razortide Bridge enters the battlefield tapped.
Indestructible
{T}: Add {W} or {U}.",n/a,n/a,[],"['U', 'W']",['Indestructible'],mh2,common
Recalibrate,{1}{U},2.0,Instant,"Return target creature to its owner's hand. If you've discarded a card this turn, draw a card.",n/a,n/a,['U'],['U'],[],mh2,common
Resurgent Belief,,0.0,Sorcery,"Suspend 2—{1}{W} (Rather than cast this card from your hand, pay {1}{W} and exile it with two time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost.)
Return all enchantment cards from your graveyard to the battlefield. (Auras with nothing to enchant remain in your graveyard.)",n/a,n/a,['W'],['W'],['Suspend'],mh2,rare
Revolutionist,{5}{R},6.0,Creature — Human Wizard,"When Revolutionist enters the battlefield, return target instant or sorcery card from your graveyard to your hand.
Madness {3}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",3,3,['R'],['R'],['Madness'],mh2,common
Rift Sower,{2}{G},3.0,Creature — Elf Druid,"{T}: Add one mana of any color.
Suspend 2—{G} (Rather than cast this card from your hand, you may pay {G} and exile it with two time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost. It has haste.)",1,3,['G'],['G'],['Suspend'],mh2,common
Riptide Laboratory,,0.0,Land,"{T}: Add {C}.
{1}{U}, {T}: Return target Wizard you control to its owner's hand.",n/a,n/a,[],['U'],[],mh2,rare
Rise and Shine,{1}{U},2.0,Sorcery,"Target noncreature artifact you control becomes a 0/0 artifact creature. Put four +1/+1 counters on each artifact that became a creature this way.
Overload {4}{U}{U} (You may cast this spell for its overload cost. If you do, change ""target"" in its text to ""each."")",n/a,n/a,['U'],['U'],['Overload'],mh2,rare
Rishadan Dockhand,{U},1.0,Creature — Merfolk,"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
{1}, {T}: Tap target land.",1,2,['U'],['U'],"['Landwalk', 'Islandwalk']",mh2,rare
Road // Ruin,{2}{G} // {1}{R}{R},6.0,Instant // Sorcery,n/a,n/a,n/a,"['G', 'R']","['G', 'R']",['Aftermath'],mh2,uncommon
Rustvale Bridge,,0.0,Artifact Land,"Rustvale Bridge enters the battlefield tapped.
Indestructible
{T}: Add {R} or {W}.",n/a,n/a,[],"['R', 'W']",['Indestructible'],mh2,common
Said // Done,{2}{U} // {3}{U},7.0,Sorcery // Instant,n/a,n/a,n/a,['U'],['U'],[],mh2,uncommon
Sanctifier en-Vec,{W}{W},2.0,Creature — Human Cleric,"Protection from black and from red
When Sanctifier en-Vec enters the battlefield, exile all cards that are black or red from all graveyards.
If a black or red permanent, spell, or card not on the battlefield would be put into a graveyard, exile it instead.",2,2,['W'],['W'],['Protection'],mh2,rare
Sanctuary Raptor,{3},3.0,Artifact Creature — Bird,"Flying
Whenever Sanctuary Raptor attacks, if you control three or more tokens, Sanctuary Raptor gets +2/+0 and gains first strike until end of turn.",2,1,[],[],['Flying'],mh2,uncommon
Sanctum Prelate,{1}{W}{W},3.0,Creature — Human Cleric,"As Sanctum Prelate enters the battlefield, choose a number.
Noncreature spells with mana value equal to the chosen number can't be cast.",2,2,['W'],['W'],[],mh2,mythic
Sanctum Weaver,{1}{G},2.0,Enchantment Creature — Dryad,"{T}: Add X mana of any one color, where X is the number of enchantments you control.",0,2,['G'],['G'],[],mh2,rare
Scalding Tarn,,0.0,Land,"{T}, Pay 1 life, Sacrifice Scalding Tarn: Search your library for an Island or Mountain card, put it onto the battlefield, then shuffle.",n/a,n/a,[],[],[],mh2,rare
Scion of Draco,{12},12.0,Artifact Creature — Dragon,"Domain — This spell costs {2} less to cast for each basic land type among lands you control.
Flying
Each creature you control has vigilance if it's white, hexproof if it's blue, lifelink if it's black, first strike if it's red, and trample if it's green.",4,4,[],[],"['Flying', 'Domain']",mh2,mythic
Scour the Desert,{3}{W}{W},5.0,Sorcery,"Exile target creature card from your graveyard. Create X 1/1 white Bird creature tokens with flying, where X is the exiled card's toughness.",n/a,n/a,['W'],['W'],[],mh2,uncommon
