name,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Driver of the Dead,{3}{B},4.0,Creature — Vampire,"When Driver of the Dead dies, return target creature card with mana value 2 or less from your graveyard to the battlefield.",3,2,['B'],['B'],[],fdn,common
Drogskol Reaver,{5}{W}{U},7.0,Creature — Spirit,"Flying, double strike, lifelink
Whenever you gain life, draw a card.",3,5,"['U', 'W']","['U', 'W']","['Flying', 'Lifelink', 'Double strike']",fdn,rare
Dropkick Bomber,{2}{R},3.0,Creature — Goblin Warrior,"Other Goblins you control get +1/+1.
{R}: Until end of turn, another target Goblin you control gains flying and ""When this creature deals combat damage, sacrifice it.""",2,3,['R'],['R'],[],fdn,rare
Druid of the Cowl,{1}{G},2.0,Creature — Elf Druid,{T}: Add {G}.,1,3,['G'],['G'],[],fdn,common
Dryad Militant,{G/W},1.0,Creature — Dryad Soldier,"If an instant or sorcery card would be put into a graveyard from anywhere, exile it instead.",2,1,"['G', 'W']","['G', 'W']",[],fdn,uncommon
Duress,{B},1.0,Sorcery,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",n/a,n/a,['B'],['B'],[],fdn,common
"Dwynen, Gilt-Leaf Daen",{2}{G}{G},4.0,Legendary Creature — Elf Warrior,"Reach
Other Elf creatures you control get +1/+1.
Whenever Dwynen, Gilt-Leaf Daen attacks, you gain 1 life for each attacking Elf you control.",3,4,['G'],['G'],['Reach'],fdn,uncommon
Dwynen's Elite,{1}{G},2.0,Creature — Elf Warrior,"When Dwynen's Elite enters, if you control another Elf, create a 1/1 green Elf Warrior creature token.",2,2,['G'],['G'],[],fdn,common
Eager Trufflesnout,{2}{G},3.0,Creature — Boar,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Whenever this creature deals combat damage to a player, create a Food token. (It's an artifact with ""{2}, {T} Sacrifice this token: You gain 3 life."")",4,2,['G'],['G'],"['Food', 'Trample']",fdn,uncommon
Eaten Alive,{B},1.0,Sorcery,"As an additional cost to cast this spell, sacrifice a creature or pay {3}{B}.
Exile target creature or planeswalker.",n/a,n/a,['B'],['B'],[],fdn,common
Eaten by Piranhas,{1}{U},2.0,Enchantment — Aura,"Flash
Enchant creature
Enchanted creature loses all abilities and is a black Skeleton creature with base power and toughness 1/1. (It loses all other card types and creature types.)",n/a,n/a,['U'],['U'],"['Enchant', 'Flash']",fdn,uncommon
Electroduplicate,{2}{R},3.0,Sorcery,"Create a token that's a copy of target creature you control, except it has haste and ""At the beginning of the end step, sacrifice this token.""
Flashback {2}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",n/a,n/a,['R'],['R'],['Flashback'],fdn,rare
Elementalist Adept,{1}{U},2.0,Creature — Human Wizard,"Flash (You may cast this spell any time you could cast an instant.)
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",2,1,['U'],['U'],"['Prowess', 'Flash']",fdn,common
"Elenda, Saint of Dusk",{2}{W}{B},4.0,Legendary Creature — Vampire Knight,"Lifelink, hexproof from instants
As long as your life total is greater than your starting life total, Elenda gets +1/+1 and has menace. Elenda gets an additional +5/+5 as long as your life total is at least 10 greater than your starting life total.",4,4,"['B', 'W']","['B', 'W']","['Lifelink', 'Hexproof from', 'Hexproof']",fdn,rare
Elfsworn Giant,{3}{G}{G},5.0,Creature — Giant,"Reach (This creature can block creatures with flying.)
Landfall — Whenever a land you control enters, create a 1/1 green Elf Warrior creature token.",5,3,['G'],['G'],"['Reach', 'Landfall']",fdn,common
Elspeth's Smite,{W},1.0,Instant,"Elspeth's Smite deals 3 damage to target attacking or blocking creature. If that creature would die this turn, exile it instead.",n/a,n/a,['W'],['W'],[],fdn,uncommon
Elvish Archdruid,{1}{G}{G},3.0,Creature — Elf Druid,"Other Elf creatures you control get +1/+1.
{T}: Add {G} for each Elf you control.",2,2,['G'],['G'],[],fdn,rare
Elvish Regrower,{2}{G}{G},4.0,Creature — Elf Druid,"When this creature enters, return target permanent card from your graveyard to your hand.",4,3,['G'],['G'],[],fdn,uncommon
Empyrean Eagle,{1}{W}{U},3.0,Creature — Bird Spirit,"Flying
Other creatures you control with flying get +1/+1.",2,3,"['U', 'W']","['U', 'W']",['Flying'],fdn,uncommon
Enigma Drake,{1}{U}{R},3.0,Creature — Drake,"Flying
Enigma Drake's power is equal to the number of instant and sorcery cards in your graveyard.",*,4,"['R', 'U']","['R', 'U']",['Flying'],fdn,uncommon
Erudite Wizard,{2}{U},3.0,Creature — Human Wizard,"Whenever you draw your second card each turn, put a +1/+1 counter on this creature.",2,3,['U'],['U'],[],fdn,common
Essence Scatter,{1}{U},2.0,Instant,Counter target creature spell.,n/a,n/a,['U'],['U'],[],fdn,uncommon
"Etali, Primal Storm",{4}{R}{R},6.0,Legendary Creature — Elder Dinosaur,"Whenever Etali, Primal Storm attacks, exile the top card of each player's library, then you may cast any number of spells from among those cards without paying their mana costs.",6,6,['R'],['R'],[],fdn,rare
Evolving Wilds,,0.0,Land,"{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",n/a,n/a,[],[],[],fdn,common
Exclusion Mage,{2}{U},3.0,Creature — Human Wizard,"When Exclusion Mage enters, return target creature an opponent controls to its owner's hand.",2,2,['U'],['U'],[],fdn,uncommon
Exemplar of Light,{2}{W}{W},4.0,Creature — Angel,"Flying
Whenever you gain life, put a +1/+1 counter on this creature.
Whenever you put one or more +1/+1 counters on this creature, draw a card. This ability triggers only once each turn.",3,3,['W'],['W'],['Flying'],fdn,rare
Expedition Map,{1},1.0,Artifact,"{2}, {T}, Sacrifice Expedition Map: Search your library for a land card, reveal it, put it into your hand, then shuffle.",n/a,n/a,[],[],[],fdn,common
Exsanguinate,{X}{B}{B},2.0,Sorcery,Each opponent loses X life. You gain life equal to the life lost this way.,n/a,n/a,['B'],['B'],[],fdn,uncommon
Extravagant Replication,{4}{U}{U},6.0,Enchantment,"At the beginning of your upkeep, create a token that's a copy of another target nonland permanent you control.",n/a,n/a,['U'],['U'],[],fdn,rare
Faebloom Trick,{2}{U},3.0,Instant,"Create two 1/1 blue Faerie creature tokens with flying. When you do, tap target creature an opponent controls.",n/a,n/a,['U'],['U'],[],fdn,uncommon
Fake Your Own Death,{1}{B},2.0,Instant,"Until end of turn, target creature gets +2/+0 and gains ""When this creature dies, return it to the battlefield tapped under its owner's control and you create a Treasure token."" (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",n/a,n/a,['B'],['B'],['Treasure'],fdn,common
Fanatical Firebrand,{R},1.0,Creature — Goblin Pirate,"Haste
{T}, Sacrifice Fanatical Firebrand: It deals 1 damage to any target.",1,1,['R'],['R'],['Haste'],fdn,common
Feed the Swarm,{1}{B},2.0,Sorcery,Destroy target creature or enchantment an opponent controls. You lose life equal to that permanent's mana value.,n/a,n/a,['B'],['B'],[],fdn,common
Feldon's Cane,{1},1.0,Artifact,"{T}, Exile Feldon's Cane: Shuffle your graveyard into your library.",n/a,n/a,[],[],[],fdn,uncommon
Felidar Cub,{1}{W},2.0,Creature — Cat Beast,Sacrifice Felidar Cub: Destroy target enchantment.,2,2,['W'],['W'],[],fdn,common
Felidar Retreat,{3}{W},4.0,Enchantment,"Landfall — Whenever a land you control enters, choose one —
• Create a 2/2 white Cat Beast creature token.
• Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn.",n/a,n/a,['W'],['W'],['Landfall'],fdn,rare
Felidar Savior,{3}{W},4.0,Creature — Cat Beast,"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
When this creature enters, put a +1/+1 counter on each of up to two other target creatures you control.",2,3,['W'],['W'],['Lifelink'],fdn,common
Felling Blow,{2}{G},3.0,Sorcery,Put a +1/+1 counter on target creature you control. Then that creature deals damage equal to its power to target creature an opponent controls.,n/a,n/a,['G'],['G'],[],fdn,uncommon
Fiendish Panda,{2}{W}{B},4.0,Creature — Bear Demon,"Whenever you gain life, put a +1/+1 counter on this creature.
When this creature dies, return another target non-Bear creature card with mana value less than or equal to this creature's power from your graveyard to the battlefield.",3,2,"['B', 'W']","['B', 'W']",[],fdn,uncommon
Fierce Empath,{2}{G},3.0,Creature — Elf,"When Fierce Empath enters, you may search your library for a creature card with mana value 6 or greater, reveal it, put it into your hand, then shuffle.",1,1,['G'],['G'],[],fdn,common
Fiery Annihilation,{2}{R},3.0,Instant,"Fiery Annihilation deals 5 damage to target creature. Exile up to one target Equipment attached to that creature. If that creature would die this turn, exile it instead.",n/a,n/a,['R'],['R'],[],fdn,uncommon
Finale of Revelation,{X}{U}{U},2.0,Sorcery,"Draw X cards. If X is 10 or more, instead shuffle your graveyard into your library, draw X cards, untap up to five lands, and you have no maximum hand size for the rest of the game.
Exile Finale of Revelation.",n/a,n/a,['U'],['U'],[],fdn,mythic
Firebrand Archer,{1}{R},2.0,Creature — Human Archer,"Whenever you cast a noncreature spell, Firebrand Archer deals 1 damage to each opponent.",2,1,['R'],['R'],[],fdn,common
Fire Elemental,{3}{R}{R},5.0,Creature — Elemental,,5,4,['R'],['R'],[],fdn,common
Fireshrieker,{3},3.0,Artifact — Equipment,"Equipped creature has double strike. (It deals both first-strike and regular combat damage.)
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",n/a,n/a,[],[],['Equip'],fdn,uncommon
Firespitter Whelp,{2}{R},3.0,Creature — Dragon,"Flying
Whenever you cast a noncreature or Dragon spell, Firespitter Whelp deals 1 damage to each opponent.",2,2,['R'],['R'],['Flying'],fdn,uncommon
Fishing Pole,{1},1.0,Artifact — Equipment,"Equipped creature has ""{1}, {T}, Tap Fishing Pole: Put a bait counter on Fishing Pole.""
Whenever equipped creature becomes untapped, remove a bait counter from this Equipment. If you do, create a 1/1 blue Fish creature token.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",n/a,n/a,[],[],['Equip'],fdn,uncommon
Flamewake Phoenix,{1}{R}{R},3.0,Creature — Phoenix,"Flying, haste
Flamewake Phoenix attacks each combat if able.
Ferocious — At the beginning of combat on your turn, if you control a creature with power 4 or greater, you may pay {R}. If you do, return Flamewake Phoenix from your graveyard to the battlefield.",2,2,['R'],['R'],"['Flying', 'Ferocious', 'Haste']",fdn,rare
Flashfreeze,{1}{U},2.0,Instant,Counter target red or green spell.,n/a,n/a,['U'],['U'],[],fdn,uncommon
Fleeting Distraction,{U},1.0,Instant,"Target creature gets -1/-0 until end of turn.
Draw a card.",n/a,n/a,['U'],['U'],[],fdn,common
Fleeting Flight,{W},1.0,Instant,Put a +1/+1 counter on target creature. It gains flying until end of turn. Prevent all combat damage that would be dealt to it this turn.,n/a,n/a,['W'],['W'],[],fdn,common
Fog Bank,{1}{U},2.0,Creature — Wall,"Defender, flying
Prevent all combat damage that would be dealt to and dealt by Fog Bank.",0,2,['U'],['U'],"['Flying', 'Defender']",fdn,uncommon
Forest,,0.0,Basic Land — Forest,({T}: Add {G}.),n/a,n/a,[],['G'],[],fdn,common
Frenzied Goblin,{R},1.0,Creature — Goblin Berserker,"Whenever Frenzied Goblin attacks, you may pay {R}. If you do, target creature can't block this turn.",1,1,['R'],['R'],[],fdn,uncommon
Fumigate,{3}{W}{W},5.0,Sorcery,Destroy all creatures. You gain 1 life for each creature destroyed this way.,n/a,n/a,['W'],['W'],[],fdn,rare
"Fynn, the Fangbearer",{1}{G},2.0,Legendary Creature — Human Warrior,"Deathtouch
Whenever a creature you control with deathtouch deals combat damage to a player, that player gets two poison counters. (A player with ten or more poison counters loses the game.)",1,3,['G'],['G'],['Deathtouch'],fdn,uncommon
"Garna, Bloodfist of Keld",{1}{B}{R}{R},4.0,Legendary Creature — Human Berserker,"Whenever another creature you control dies, draw a card if it was attacking. Otherwise, Garna, Bloodfist of Keld deals 1 damage to each opponent.",4,3,"['B', 'R']","['B', 'R']",[],fdn,uncommon
Garruk's Uprising,{2}{G},3.0,Enchantment,"When Garruk's Uprising enters, if you control a creature with power 4 or greater, draw a card.
Creatures you control have trample.
Whenever a creature you control with power 4 or greater enters, draw a card.",n/a,n/a,['G'],['G'],[],fdn,uncommon
Gate Colossus,{8},8.0,Artifact Creature — Construct,"This spell costs {1} less to cast for each Gate you control.
Gate Colossus can't be blocked by creatures with power 2 or less.
Whenever a Gate you control enters, you may put Gate Colossus from your graveyard on top of your library.",8,8,[],[],[],fdn,uncommon
Gatekeeper of Malakir,{B}{B},2.0,Creature — Vampire Warrior,"Kicker {B} (You may pay an additional {B} as you cast this spell.)
When Gatekeeper of Malakir enters, if it was kicked, target player sacrifices a creature.",2,2,['B'],['B'],['Kicker'],fdn,uncommon
Gateway Sneak,{2}{U},3.0,Creature — Vedalken Rogue,"Whenever a Gate you control enters, Gateway Sneak can't be blocked this turn.
Whenever Gateway Sneak deals combat damage to a player, draw a card.",1,3,['U'],['U'],[],fdn,uncommon
Genesis Wave,{X}{G}{G}{G},3.0,Sorcery,Reveal the top X cards of your library. You may put any number of permanent cards with mana value X or less from among them onto the battlefield. Then put all cards revealed this way that weren't put onto the battlefield into your graveyard.,n/a,n/a,['G'],['G'],[],fdn,rare
"Ghalta, Primal Hunger",{10}{G}{G},12.0,Legendary Creature — Elder Dinosaur,"This spell costs {X} less to cast, where X is the total power of creatures you control.
Trample",12,12,['G'],['G'],['Trample'],fdn,rare
Ghitu Lavarunner,{R},1.0,Creature — Human Wizard,"As long as there are two or more instant and/or sorcery cards in your graveyard, Ghitu Lavarunner gets +1/+0 and has haste.",1,2,['R'],['R'],[],fdn,common
"Giada, Font of Hope",{1}{W},2.0,Legendary Creature — Angel,"Flying, vigilance
Each other Angel you control enters with an additional +1/+1 counter on it for each Angel you already control.
{T}: Add {W}. Spend this mana only to cast an Angel spell.",2,2,['W'],['W'],"['Flying', 'Vigilance']",fdn,rare
Giant Cindermaw,{2}{R},3.0,Creature — Dinosaur Beast,"Trample
Players can't gain life.",4,3,['R'],['R'],['Trample'],fdn,uncommon
Giant Growth,{G},1.0,Instant,Target creature gets +3/+3 until end of turn.,n/a,n/a,['G'],['G'],[],fdn,common
Gigantosaurus,{G}{G}{G}{G}{G},5.0,Creature — Dinosaur,,10,10,['G'],['G'],[],fdn,rare
Gilded Lotus,{5},5.0,Artifact,{T}: Add three mana of any one color.,n/a,n/a,[],[],[],fdn,rare
Gleaming Barrier,{2},2.0,Artifact Creature — Wall,"Defender
When Gleaming Barrier dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",0,4,[],[],"['Treasure', 'Defender']",fdn,common
Gnarlback Rhino,{2}{G}{G},4.0,Creature — Rhino,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Whenever you cast a spell that targets Gnarlback Rhino, draw a card.",4,4,['G'],['G'],['Trample'],fdn,uncommon
Gnarlid Colony,{1}{G},2.0,Creature — Beast,"Kicker {2}{G} (You may pay an additional {2}{G} as you cast this spell.)
If Gnarlid Colony was kicked, it enters with two +1/+1 counters on it.
Each creature you control with a +1/+1 counter on it has trample.",2,2,['G'],['G'],['Kicker'],fdn,common
Goblin Boarders,{2}{R},3.0,Creature — Goblin Pirate,Raid — This creature enters with a +1/+1 counter on it if you attacked this turn.,3,2,['R'],['R'],['Raid'],fdn,common
Goblin Firebomb,{1},1.0,Artifact,"Flash
{7}, {T}, Sacrifice Goblin Firebomb: Destroy target permanent.",n/a,n/a,[],[],['Flash'],fdn,common
Goblin Negotiation,{X}{R}{R},2.0,Sorcery,Goblin Negotiation deals X damage to target creature. Create a number of 1/1 red Goblin creature tokens equal to the amount of excess damage dealt to that creature this way.,n/a,n/a,['R'],['R'],[],fdn,uncommon
Goblin Oriflamme,{1}{R},2.0,Enchantment,Attacking creatures you control get +1/+0.,n/a,n/a,['R'],['R'],[],fdn,uncommon
Goblin Smuggler,{2}{R},3.0,Creature — Goblin Rogue,"Haste (This creature can attack and {T} as soon as it comes under your control.)
{T}: Another target creature with power 2 or less can't be blocked this turn.",2,2,['R'],['R'],['Haste'],fdn,common
Goblin Surprise,{2}{R},3.0,Instant,"Choose one —
• Creatures you control get +2/+0 until end of turn.
• Create two 1/1 red Goblin creature tokens.",n/a,n/a,['R'],['R'],[],fdn,common
Goldvein Pick,{2},2.0,Artifact — Equipment,"Equipped creature gets +1/+1.
Whenever equipped creature deals combat damage to a player, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",n/a,n/a,[],[],"['Treasure', 'Equip']",fdn,common
Golgari Guildgate,,0.0,Land — Gate,"Golgari Guildgate enters tapped.
{T}: Add {B} or {G}.",n/a,n/a,[],"['B', 'G']",[],fdn,common
Good-Fortune Unicorn,{1}{G}{W},3.0,Creature — Unicorn,"Whenever another creature you control enters, put a +1/+1 counter on that creature.",2,2,"['G', 'W']","['G', 'W']",[],fdn,uncommon
Gorehorn Raider,{4}{R},5.0,Creature — Minotaur Pirate,"Raid — When this creature enters, if you attacked this turn, this creature deals 2 damage to any target.",4,4,['R'],['R'],['Raid'],fdn,common
Grappling Kraken,{4}{U}{U},6.0,Creature — Kraken,"Landfall — Whenever a land you control enters, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",5,6,['U'],['U'],['Landfall'],fdn,uncommon
Gratuitous Violence,{2}{R}{R}{R},5.0,Enchantment,"If a creature you control would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",n/a,n/a,['R'],['R'],[],fdn,rare
Grow from the Ashes,{2}{G},3.0,Sorcery,"Kicker {2} (You may pay an additional {2} as you cast this spell.)
Search your library for a basic land card, put it onto the battlefield, then shuffle. If this spell was kicked, instead search your library for two basic land cards, put them onto the battlefield, then shuffle.",n/a,n/a,['G'],['G'],['Kicker'],fdn,common
Gruul Guildgate,,0.0,Land — Gate,"Gruul Guildgate enters tapped.
{T}: Add {R} or {G}.",n/a,n/a,[],"['G', 'R']",[],fdn,common
Guarded Heir,{5}{W},6.0,Creature — Human Noble,"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
When this creature enters, create two 3/3 white Knight creature tokens.",1,1,['W'],['W'],['Lifelink'],fdn,uncommon
Gutless Plunderer,{2}{B},3.0,Creature — Skeleton Pirate,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Raid — When this creature enters, if you attacked this turn, look at the top three cards of your library. You may put one of those cards back on top of your library. Put the rest into your graveyard.",2,2,['B'],['B'],"['Raid', 'Deathtouch']",fdn,common
Guttersnipe,{2}{R},3.0,Creature — Goblin Shaman,"Whenever you cast an instant or sorcery spell, Guttersnipe deals 2 damage to each opponent.",2,2,['R'],['R'],[],fdn,uncommon
"Halana and Alena, Partners",{2}{R}{G},4.0,Legendary Creature — Human Ranger,"First strike, reach
At the beginning of combat on your turn, put X +1/+1 counters on another target creature you control, where X is Halana and Alena's power. That creature gains haste until end of turn.",2,3,"['G', 'R']","['G', 'R']","['Reach', 'First strike']",fdn,rare
Harbinger of the Tides,{U}{U},2.0,Creature — Merfolk Wizard,"You may cast Harbinger of the Tides as though it had flash if you pay {2} more to cast it. (You may cast it any time you could cast an instant.)
When Harbinger of the Tides enters, you may return target tapped creature an opponent controls to its owner's hand.",2,2,['U'],['U'],[],fdn,rare
Hare Apparent,{1}{W},2.0,Creature — Rabbit Noble,"When this creature enters, create a number of 1/1 white Rabbit creature tokens equal to the number of other creatures you control named Hare Apparent.
A deck can have any number of cards named Hare Apparent.",2,2,['W'],['W'],[],fdn,common
Harmless Offering,{2}{R},3.0,Sorcery,Target opponent gains control of target permanent you control.,n/a,n/a,['R'],['R'],[],fdn,rare
Healer's Hawk,{W},1.0,Creature — Bird,"Flying, lifelink",1,1,['W'],['W'],"['Flying', 'Lifelink']",fdn,common
Heartfire Immolator,{1}{R},2.0,Creature — Human Wizard,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
{R}, Sacrifice Heartfire Immolator: It deals damage equal to its power to target creature or planeswalker.",2,2,['R'],['R'],['Prowess'],fdn,uncommon
Hedron Archive,{4},4.0,Artifact,"{T}: Add {C}{C}.
{2}, {T}, Sacrifice Hedron Archive: Draw two cards.",n/a,n/a,[],[],[],fdn,uncommon
Helpful Hunter,{1}{W},2.0,Creature — Cat,"When this creature enters, draw a card.",1,1,['W'],['W'],[],fdn,common
Heraldic Banner,{3},3.0,Artifact,"As Heraldic Banner enters, choose a color.
Creatures you control of the chosen color get +1/+0.
{T}: Add one mana of the chosen color.",n/a,n/a,[],[],[],fdn,uncommon
Herald of Eternal Dawn,{4}{W}{W}{W},7.0,Creature — Angel,"Flash (You may cast this spell any time you could cast an instant.)
Flying
You can't lose the game and your opponents can't win the game.",6,6,['W'],['W'],"['Flying', 'Flash']",fdn,mythic
Herald of Faith,{3}{W}{W},5.0,Creature — Angel,"Flying
Whenever Herald of Faith attacks, you gain 2 life.",4,3,['W'],['W'],['Flying'],fdn,uncommon
Heroes' Bane,{3}{G}{G},5.0,Creature — Hydra,"Heroes' Bane enters with four +1/+1 counters on it.
{2}{G}{G}: Put X +1/+1 counters on Heroes' Bane, where X is its power.",0,0,['G'],['G'],[],fdn,rare
Heroic Reinforcements,{2}{R}{W},4.0,Sorcery,"Create two 1/1 white Soldier creature tokens. Until end of turn, creatures you control get +1/+1 and gain haste. (They can attack and {T} this turn.)",n/a,n/a,"['R', 'W']","['R', 'W']",[],fdn,uncommon
Hero's Downfall,{1}{B}{B},3.0,Instant,Destroy target creature or planeswalker.,n/a,n/a,['B'],['B'],[],fdn,uncommon
Hidetsugu's Second Rite,{3}{R},4.0,Instant,"If target player has exactly 10 life, Hidetsugu's Second Rite deals 10 damage to that player.",n/a,n/a,['R'],['R'],[],fdn,uncommon
Highborn Vampire,{3}{B},4.0,Creature — Vampire Warrior,,4,3,['B'],['B'],[],fdn,common
High Fae Trickster,{3}{U},4.0,Creature — Faerie Wizard,"Flash (You may cast this spell any time you could cast an instant.)
Flying
You may cast spells as though they had flash.",4,2,['U'],['U'],"['Flying', 'Flash']",fdn,rare
High-Society Hunter,{3}{B}{B},5.0,Creature — Vampire Noble,"Flying
Whenever this creature attacks, you may sacrifice another creature. If you do, put a +1/+1 counter on this creature.
Whenever another nontoken creature dies, draw a card.",5,3,['B'],['B'],['Flying'],fdn,rare
Hinterland Sanctifier,{W},1.0,Creature — Rabbit Cleric,"Whenever another creature you control enters, you gain 1 life.",1,2,['W'],['W'],[],fdn,common
Hoarding Dragon,{3}{R}{R},5.0,Creature — Dragon,"Flying
When Hoarding Dragon enters, you may search your library for an artifact card, exile it, then shuffle.
When Hoarding Dragon dies, you may put the exiled card into its owner's hand.",4,4,['R'],['R'],['Flying'],fdn,uncommon
Homunculus Horde,{3}{U},4.0,Creature — Homunculus,"Whenever you draw your second card each turn, create a token that's a copy of this creature.",2,2,['U'],['U'],[],fdn,rare
Hungry Ghoul,{1}{B},2.0,Creature — Zombie,"{1}, Sacrifice another creature: Put a +1/+1 counter on this creature.",2,2,['B'],['B'],[],fdn,common
Icewind Elemental,{4}{U},5.0,Creature — Elemental,"Flying
When this creature enters, draw a card, then discard a card.",3,4,['U'],['U'],['Flying'],fdn,common
Immersturm Predator,{2}{B}{R},4.0,Creature — Vampire Dragon,"Flying
Whenever Immersturm Predator becomes tapped, exile up to one target card from a graveyard and put a +1/+1 counter on Immersturm Predator.
Sacrifice another creature: Immersturm Predator gains indestructible until end of turn. Tap it.",3,3,"['B', 'R']","['B', 'R']",['Flying'],fdn,rare
Impact Tremors,{1}{R},2.0,Enchantment,"Whenever a creature you control enters, Impact Tremors deals 1 damage to each opponent.",n/a,n/a,['R'],['R'],[],fdn,common
Imperious Perfect,{2}{G},3.0,Creature — Elf Warrior,"Other Elves you control get +1/+1.
{G}, {T}: Create a 1/1 green Elf Warrior creature token.",2,2,['G'],['G'],[],fdn,uncommon
Imprisoned in the Moon,{2}{U},3.0,Enchantment — Aura,"Enchant creature, land, or planeswalker
Enchanted permanent is a colorless land with ""{T}: Add {C}"" and loses all other card types and abilities.",n/a,n/a,['U'],['U'],['Enchant'],fdn,uncommon
Incinerating Blast,{4}{R},5.0,Sorcery,"Incinerating Blast deals 6 damage to target creature.
You may discard a card. If you do, draw a card.",n/a,n/a,['R'],['R'],[],fdn,common
Infernal Vessel,{2}{B},3.0,Creature — Human Cleric,"When this creature dies, if it wasn't a Demon, return it to the battlefield under its owner's control with two +1/+1 counters on it. It's a Demon in addition to its other types.",2,1,['B'],['B'],[],fdn,uncommon
Infestation Sage,{B},1.0,Creature — Elf Warlock,"When this creature dies, create a 1/1 black and green Insect creature token with flying.",1,1,['B'],['B'],[],fdn,common
Ingenious Leonin,{4}{W},5.0,Creature — Cat Soldier,"{3}{W}: Put a +1/+1 counter on another target attacking creature you control. If that creature is a Cat, it gains first strike until end of turn.",4,4,['W'],['W'],[],fdn,uncommon
Inspiration from Beyond,{2}{U},3.0,Sorcery,"Mill three cards, then return an instant or sorcery card from your graveyard to your hand.
Flashback {5}{U}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",n/a,n/a,['U'],['U'],"['Flashback', 'Mill']",fdn,uncommon
Inspiring Call,{2}{G},3.0,Instant,"Draw a card for each creature you control with a +1/+1 counter on it. Those creatures gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)",n/a,n/a,['G'],['G'],[],fdn,uncommon
Inspiring Overseer,{2}{W},3.0,Creature — Angel Cleric,"Flying
When Inspiring Overseer enters, you gain 1 life and draw a card.",2,1,['W'],['W'],['Flying'],fdn,common
Inspiring Paladin,{2}{W},3.0,Creature — Human Knight,"During your turn, this creature has first strike. (It deals combat damage before creatures without first strike.)
During your turn, creatures you control with +1/+1 counters on them have first strike.",3,3,['W'],['W'],[],fdn,common
Into the Roil,{1}{U},2.0,Instant,"Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.)
Return target nonland permanent to its owner's hand. If this spell was kicked, draw a card.",n/a,n/a,['U'],['U'],['Kicker'],fdn,common
Involuntary Employment,{3}{R},4.0,Sorcery,"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",n/a,n/a,['R'],['R'],['Treasure'],fdn,common
Island,,0.0,Basic Land — Island,({T}: Add {U}.),n/a,n/a,[],['U'],[],fdn,common
Izzet Guildgate,,0.0,Land — Gate,"Izzet Guildgate enters tapped.
{T}: Add {U} or {R}.",n/a,n/a,[],"['R', 'U']",[],fdn,common
Jazal Goldmane,{2}{W}{W},4.0,Legendary Creature — Cat Warrior,"First strike
{3}{W}{W}: Attacking creatures you control get +X/+X until end of turn, where X is the number of attacking creatures.",4,4,['W'],['W'],['First strike'],fdn,rare
Joraga Invocation,{4}{G}{G},6.0,Sorcery,Each creature you control gets +3/+3 until end of turn and must be blocked this turn if able.,n/a,n/a,['G'],['G'],[],fdn,uncommon
Joust Through,{W},1.0,Instant,Joust Through deals 3 damage to target attacking or blocking creature. You gain 1 life.,n/a,n/a,['W'],['W'],[],fdn,uncommon
Juggernaut,{4},4.0,Artifact Creature — Juggernaut,"Juggernaut attacks each combat if able.
Juggernaut can't be blocked by Walls.",5,3,[],[],[],fdn,uncommon
Jungle Hollow,,0.0,Land,"Jungle Hollow enters tapped.
When Jungle Hollow enters, you gain 1 life.
{T}: Add {B} or {G}.",n/a,n/a,[],"['B', 'G']",[],fdn,common
