Name,Color,Rarity,# Seen,ALSA,# Picked,ATA,# GP,% GP,GP WR,# OH,OH WR,# GD,GD WR,# GIH,GIH WR,# GNS,GNS WR,IWD,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Triton Wavebreaker,U,U,112109,7.15,12436,10.53,14528,,,2514,,3641,,6155,,8347,,-1.6pp,{U},1,Enchantment Creature — Merfolk Wizard,"Bestow {1}{U} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
As long as Triton Wavebreaker is a creature, it has prowess. (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Enchanted creature gets +1/+1 and has prowess.",1,1,['U'],['U'],['Bestow'],mh3,uncommon
Tune the Narrative,U,C,263288,6.03,43131,8.15,164773,,,28896,,43625,,72521,,92320,,2.1pp,{U},1,Instant,Draw a card. You get {E}{E} (two energy counters).,,,['U'],['U'],[],mh3,common
Ugin's Binding,U,M,7504,2.24,3296,2.21,15264,,,2686,,4040,,6726,,8478,,6.7pp,{2}{U},3,Instant,"Devoid (This card has no color.)
Return target nonland permanent you don't control to its owner's hand.
Whenever you cast a colorless spell with mana value 7 or greater, you may exile Ugin's Binding from your graveyard. When you do, return each nonland permanent you don't control to its owner's hand.",,,[],['U'],['Devoid'],mh3,mythic
Unfathomable Truths,U,C,253221,5.48,43689,7.5,194261,,,31397,,52795,,84192,,110288,,5.2pp,{4}{U},5,Instant,"Devoid (This card has no color.)
Draw three cards and create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",,,[],['U'],['Devoid'],mh3,common
Utter Insignificance,U,C,269937,6.05,36271,8.8,137614,,,22575,,36842,,59417,,77296,,2.1pp,{1}{U},2,Enchantment — Aura,"Flash
Enchant creature
Enchanted creature loses all abilities and has base power and toughness 1/1.
{2}{C}: Exile enchanted creature.",,,['U'],['U'],"['Enchant', 'Flash']",mh3,common
Volatile Stormdrake,U,R,26082,3.53,6541,4.08,29844,,,5168,,8382,,13550,,16521,,4.4pp,{1}{U},2,Creature — Drake,"Flying, hexproof from activated and triggered abilities
When Volatile Stormdrake enters the battlefield, exchange control of Volatile Stormdrake and target creature an opponent controls. If you do, you get {E}{E}{E}{E}, then sacrifice that creature unless you pay an amount of {E} equal to its mana value.",3,2,['U'],['U'],"['Flying', 'Hexproof from', 'Hexproof']",mh3,rare
Accursed Marauder,B,C,239025,5.37,41400,6.95,194959,,,34209,,48817,,83026,,110805,,4.4pp,{1}{B},2,Creature — Zombie Warrior,"When Accursed Marauder enters the battlefield, each player sacrifices a nontoken creature.",2,1,['B'],['B'],[],mh3,common
Arcbound Condor,B,U,84113,4.98,12407,6.62,47724,,,7764,,10543,,18307,,29431,,0.5pp,{2}{B}{B},4,Artifact Creature — Bird,"Flying
Modular 3 (This creature enters the battlefield with three +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)
Whenever another artifact enters the battlefield under your control, target creature an opponent controls gets -1/-1 until end of turn.",0,0,['B'],['B'],"['Flying', 'Modular']",mh3,uncommon
Breathe Your Last,B,C,179191,3.87,38780,4.81,205691,,,34182,,51905,,86087,,118780,,3.9pp,{1}{B}{B},3,Instant,Destroy target creature or planeswalker. You gain 1 life for each of its colors.,,,['B'],['B'],[],mh3,common
Chthonian Nightmare,B,R,20503,2.96,7513,2.99,36015,,,6075,,9139,,15214,,20155,,4.4pp,{1}{B},2,Enchantment,"When Chthonian Nightmare enters the battlefield, you get {E}{E}{E} (three energy counters).
Pay X {E}, Sacrifice a creature, Return Chthonian Nightmare to its owner's hand: Return target creature card with mana value X from your graveyard to the battlefield. Activate only as a sorcery.",,,['B'],['B'],[],mh3,rare
Consuming Corruption,B,U,96520,5.83,13843,8.02,44609,,,7334,,11584,,18918,,25452,,3.6pp,{B}{B},2,Instant,"Consuming Corruption deals X damage to target creature or planeswalker and you gain X life, where X is the number of Swamps you control.",,,['B'],['B'],[],mh3,uncommon
Crabomination,B,R,12647,1.83,7676,1.77,43488,,,7074,,11048,,18122,,25142,,12.6pp,{4}{B}{B},6,Creature — Crab Demon,"Emerge from artifact {5}{B}{B} (You may cast this spell by sacrificing an artifact and paying the emerge cost reduced by that artifact's mana value.)
When Crabomination enters the battlefield, target opponent exiles the top card of their library, a card at random from their graveyard, and a card at random from their hand. You may cast a spell from among cards exiled this way without paying its mana cost.",5,5,['B'],['B'],['Emerge'],mh3,rare
The Creation of Avacyn,B,U,113551,7.56,11413,11.43,5274,,,899,,1260,,2159,,3111,,-2.7pp,{1}{B}{B},3,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Search your library for a card, exile it face down, then shuffle.
II — Turn the exiled card face up. If it's a creature card, you lose life equal to its mana value.
III — You may put the exiled card onto the battlefield if it's a creature card. If you don't put it onto the battlefield, put it into its owner's hand.",,,['B'],['B'],[],mh3,uncommon
Dreadmobile,B,U,110213,6.94,14210,9.72,31106,,,5142,,6890,,12032,,19085,,-2.4pp,{2}{B},3,Artifact — Vehicle,"Menace
{1}, Sacrifice another artifact or creature: Put a +1/+1 counter on Dreadmobile.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",3,3,['B'],['B'],"['Crew', 'Menace']",mh3,uncommon
Dreamdrinker Vampire,B,C,269836,6.2,35685,8.82,132082,,,23265,,31506,,54771,,77123,,1.8pp,{1}{B},2,Creature — Vampire,"Lifelink
{1}{B}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)
Whenever one or more +1/+1 counters are put on Dreamdrinker Vampire, it gains menace until end of turn.",2,1,['B'],['B'],"['Lifelink', 'Adapt']",mh3,common
Drossclaw,B,C,287129,7.16,33241,10.29,82683,,,14635,,17882,,32517,,50097,,-0.2pp,{1}{B},2,Artifact — Equipment,"Living weapon (When this Equipment enters the battlefield, create a 0/0 black Phyrexian Germ creature token, then attach this to it.)
Equipped creature gets +1/+1.
Whenever equipped creature attacks, each opponent loses 1 life.
Equip {2}",,,['B'],['B'],"['Equip', 'Living weapon']",mh3,common
Emperor of Bones,B,R,14957,2.1,6759,2.18,36595,,,6467,,9003,,15470,,20938,,7.1pp,{1}{B},2,Creature — Skeleton Noble,"At the beginning of combat on your turn, exile up to one target card from a graveyard.
{1}{B}: Adapt 2.
Whenever one or more +1/+1 counters are put on Emperor of Bones, put a creature card exiled with Emperor of Bones onto the battlefield under your control with a finality counter on it. It gains haste. Sacrifice it at the beginning of the next end step.",2,2,['B'],['B'],['Adapt'],mh3,rare
Etched Slith,B,U,78017,4.46,12536,5.88,57241,,,10281,,12844,,23125,,34081,,0.5pp,{1}{B},2,Artifact Creature — Phyrexian Slith,"Menace
Whenever Etched Slith deals combat damage to a player, put a +1/+1 counter on it. When you do, you may remove a counter from another target permanent or opponent.",1,1,['B'],['B'],['Menace'],mh3,uncommon
Etherium Pteramander,B,U,88073,5.16,13177,6.82,52529,,,9326,,11400,,20726,,31600,,2.9pp,{B},1,Artifact Creature — Salamander Drake,"Flying
Etherium Pteramander can block only creatures with flying.
{6}{B}: Adapt 4. This ability costs {1} less to activate for each other artifact you control. (If this creature has no +1/+1 counters on it, put four +1/+1 counters on it.)",1,1,['B'],['B'],"['Flying', 'Adapt']",mh3,uncommon
Eviscerator's Insight,B,C,278935,6.71,40962,9.1,148686,,,24682,,38743,,63425,,84994,,2.6pp,{1}{B},2,Instant,"As an additional cost to cast this spell, sacrifice an artifact or creature.
Draw two cards.
Flashback {4}{B} (You may cast this card from your graveyard for its flashback cost and any additional costs. Then exile it.)",,,['B'],['B'],['Flashback'],mh3,common
Fetid Gargantua,B,C,277812,6.53,33987,9.51,109936,,,17395,,28265,,45660,,64416,,-0.1pp,{4}{B},5,Creature — Horror,"{2}{B}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Whenever one or more +1/+1 counters are put on Fetid Gargantua, you may draw two cards. If you do, you lose 2 life.",4,4,['B'],['B'],['Adapt'],mh3,common
Flare of Malice,B,R,23643,3.2,5856,3.7,28152,,,4543,,7275,,11818,,16281,,4.2pp,{2}{B}{B},4,Instant,"You may sacrifice a nontoken black creature rather than pay this spell's mana cost.
Each opponent sacrifices a creature or planeswalker with the greatest mana value among creatures and planeswalkers they control.",,,['B'],['B'],[],mh3,rare
Gravedig,B,C,289869,7.02,36719,10.02,90593,,,14779,,22173,,36952,,53694,,-1.0pp,{1}{B},2,Sorcery,"Choose one —
• Target player creates a 2/2 black Zombie creature token.
• Return target creature card from your graveyard to your hand.
Entwine {2} (Choose both if you pay the entwine cost.)",,,['B'],['B'],['Entwine'],mh3,common
Grim Servant,B,U,100346,5.98,13938,8.34,43679,,,7167,,10858,,18025,,25636,,0.8pp,{3}{B},4,Creature — Zombie Warlock,"Menace
When Grim Servant enters the battlefield, search your library for a card with mana value less than or equal to your devotion to black, reveal it, put it into your hand, then shuffle. You lose 3 life. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)",3,2,['B'],['B'],['Menace'],mh3,uncommon
Kami of Jealous Thirst,B,C,282357,7.01,37536,9.64,109867,,,18589,,32738,,51327,,58736,,4.0pp,{2}{B},3,Creature — Spirit,"Deathtouch
{4}{B}: Each opponent loses 2 life and you gain 2 life. This ability costs {4}{B} less to activate if you've drawn three or more cards this turn. Activate only once each turn.",1,3,['B'],['B'],['Deathtouch'],mh3,common
Lethal Throwdown,B,U,90198,5.18,14872,6.93,63051,,,9928,,15410,,25338,,37336,,2.3pp,{B},1,Sorcery,"As an additional cost to cast this spell, sacrifice a creature or sacrifice a modified creature. (Equipment, Auras you control, and counters are modifications.)
Destroy target creature or planeswalker. If the modified creature was sacrificed, draw a card.",,,['B'],['B'],[],mh3,uncommon
Marionette Apprentice,B,U,58819,3.39,18393,3.78,99591,,,17827,,23874,,41701,,57321,,7.2pp,{1}{B},2,Creature — Human Artificer,"Fabricate 1 (When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)
Whenever another creature or artifact you control is put into a graveyard from the battlefield, each opponent loses 1 life.",1,2,['B'],['B'],['Fabricate'],mh3,uncommon
Mindless Conscription,B,U,97232,6.08,17442,7.53,58747,,,10274,,17695,,27969,,30722,,5.9pp,{2}{B},3,Enchantment,"When Mindless Conscription enters the battlefield and whenever you draw your third card each turn, amass Zombies 3. (Put three +1/+1 counters on an Army you control. It's also a Zombie. If you don't control an Army, create a 0/0 black Zombie Army creature token first.)",,,['B'],['B'],['Amass'],mh3,uncommon
Necrodominance,B,M,17664,4.82,2308,7.07,1779,,,289,,453,,742,,1027,,-5.0pp,{B}{B}{B},3,Legendary Enchantment,"Skip your draw step.
At the beginning of your end step, you may pay any amount of life. If you do, draw that many cards.
Your maximum hand size is five.
If a card or token would be put into your graveyard from anywhere, exile it instead.",,,['B'],['B'],[],mh3,mythic
Nethergoyf,B,M,9749,2.77,2418,3.15,10120,,,1748,,2471,,4219,,5818,,6.6pp,{B},1,Creature — Lhurgoyf,"Nethergoyf's power is equal to the number of card types among cards in your graveyard and its toughness is equal to that number plus 1.
Escape—{2}{B}, Exile any number of other cards from your graveyard with four or more card types among them. (You may cast this card from your graveyard for its escape cost.)",,,['B'],['B'],['Escape'],mh3,mythic
Quest for the Necropolis,B,U,105020,6.47,13098,9.33,28786,,,4903,,7169,,12072,,16501,,-0.8pp,{B},1,Enchantment,"Landfall — Whenever a land enters the battlefield under your control, put a quest counter on Quest for the Necropolis.
{5}{B}, Sacrifice Quest for the Necropolis: Put target creature card from a graveyard onto the battlefield under your control. This ability costs {1} less to activate for each quest counter on Quest for the Necropolis. Activate only as a sorcery.",,,['B'],['B'],['Landfall'],mh3,uncommon
Refurbished Familiar,B,C,237071,5.32,40195,6.95,177103,,,29953,,40627,,70580,,106051,,4.1pp,{3}{B},4,Artifact Creature — Zombie Rat,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
Flying
When Refurbished Familiar enters the battlefield, each opponent discards a card. For each opponent who can't, you draw a card.",2,1,['B'],['B'],"['Flying', 'Affinity']",mh3,common
Retrofitted Transmogrant,B,C,271148,6.38,35294,9.03,134716,,,23838,,31568,,55406,,78833,,1.8pp,{B},1,Artifact Creature — Zombie,{3}{B}: Return Retrofitted Transmogrant from your graveyard to the battlefield tapped with two +1/+1 counters on it.,1,1,['B'],['B'],[],mh3,common
Ripples of Undeath,B,R,46676,6.36,5441,9.74,1673,,,284,,429,,713,,959,,-5.8pp,{1}{B},2,Enchantment,"At the beginning of your precombat main phase, mill three cards. Then you may pay {1} and 3 life. If you do, put a card from among those cards into your hand.",,,['B'],['B'],['Mill'],mh3,rare
Scurrilous Sentry,B,C,278591,6.67,37484,9.33,124226,,,20322,,33446,,53768,,70609,,4.2pp,{3}{B},4,Creature — Human Knight Rogue,"Menace
Whenever Scurrilous Sentry enters the battlefield or attacks, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",2,3,['B'],['B'],"['Menace', 'Connive']",mh3,common
"Shilgengar, Sire of Famine",WB,R,15270,2.21,6325,2.28,32789,,,5369,,8309,,13678,,19181,,3.7pp,{3}{B}{B},5,Legendary Creature — Elder Demon,"Flying
Sacrifice another creature: Create a Blood token. If you sacrificed an Angel this way, create a number of Blood tokens equal to its toughness instead.
{W/B}{W/B}{W/B}, Sacrifice six Blood tokens: Return each creature card from your graveyard to the battlefield with a finality counter on it. Those creatures are Vampires in addition to their other types.",6,6,['B'],"['B', 'W']",['Flying'],mh3,rare
Warren Soultrader,B,R,27520,3.68,5782,4.55,24774,,,4235,,5991,,10226,,14544,,-0.6pp,{2}{B},3,Creature — Zombie Goblin Wizard,"Pay 1 life, Sacrifice another creature: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",3,3,['B'],['B'],['Treasure'],mh3,rare
Wither and Bloom,B,C,183246,3.9,43025,4.82,230811,,,40175,,56681,,96856,,133073,,5.0pp,{1}{B},2,Instant,"Target creature gets -3/-3 until end of turn.
{1}{B}, Exile Wither and Bloom from your graveyard: Put a +1/+1 counter on target creature you control. Activate only as a sorcery.",,,['B'],['B'],[],mh3,common
Wurmcoil Larva,B,U,61269,3.48,13807,4.22,71706,,,11597,,17972,,29569,,42247,,4.2pp,{3}{B}{B},5,Artifact Creature — Phyrexian Wurm,"Deathtouch, lifelink
When Wurmcoil Larva dies, create a 1/2 black Phyrexian Wurm artifact creature token with deathtouch and a 2/1 black Phyrexian Wurm artifact creature token with lifelink.",3,3,['B'],['B'],"['Lifelink', 'Deathtouch']",mh3,uncommon
Aether Revolt,R,R,22861,3.32,7636,3.42,34901,,,5874,,7951,,13825,,21104,,-1.3pp,{2}{R}{R},4,Enchantment,"Revolt — As long as a permanent you controlled left the battlefield this turn, if a source you control would deal noncombat damage to an opponent or a permanent an opponent controls, it deals that much damage plus 2 instead.
Whenever you get one or more {E}, Aether Revolt deals that much damage to any target.",,,['R'],['R'],['Revolt'],mh3,rare
Amped Raptor,R,U,53010,3.09,21537,3.31,122822,,,22211,,24992,,47203,,75192,,7.5pp,{1}{R},2,Creature — Dinosaur,"First strike
When Amped Raptor enters the battlefield, you get {E}{E} (two energy counters). Then if you cast it from your hand, exile cards from the top of your library until you exile a nonland card. You may cast that card by paying an amount of {E} equal to its mana value rather than paying its mana cost.",2,1,['R'],['R'],['First strike'],mh3,uncommon
"Ashling, Flame Dancer",R,M,10610,3.02,2739,3.39,11062,,,1801,,2571,,4372,,6694,,-1.4pp,{2}{R}{R},4,Legendary Creature — Elemental Shaman,"You don't lose unspent red mana as steps and phases end.
Magecraft — Whenever you cast or copy an instant or sorcery spell, discard a card, then draw a card. If this is the second time this ability has resolved this turn, Ashling, Flame Dancer deals 2 damage to each opponent and each creature they control. If it's the third time, add {R}{R}{R}{R}.",4,4,['R'],['R'],['Magecraft'],mh3,mythic
Detective's Phoenix,R,R,14076,2.01,8080,2.03,46746,,,8354,,9887,,18241,,28309,,2.1pp,{2}{R},3,Enchantment Creature — Phoenix,"Bestow—{R}, Collect evidence 6. (To pay this bestow cost, pay {R} and exile cards with total mana value 6 or greater from your graveyard.)
Flying, haste
Enchanted creature gets +2/+2 and has flying and haste.
You may cast Detective's Phoenix from your graveyard using its bestow ability.",2,2,['R'],['R'],"['Flying', 'Collect evidence', 'Haste', 'Bestow']",mh3,rare
Eldrazi Linebreaker,R,R,14986,2.2,6979,2.19,35725,,,5997,,7834,,13831,,21355,,3.8pp,{1}{C}{R},3,Creature — Eldrazi,"Devoid (This card has no color.)
Trample
At the beginning of combat on your turn, target creature you control gains haste and gets +X/+0 until end of turn, where X is the number of Eldrazi you control.",3,3,[],['R'],"['Devoid', 'Trample']",mh3,rare
Fanged Flames,R,C,165817,3.46,42617,4.36,235067,,,40660,,49716,,90376,,144564,,0.3pp,{1}{R},2,Sorcery,"Devoid (This card has no color.)
Fanged Flames deals 4 damage to target creature or planeswalker. If that creature or planeswalker would die this turn, exile it instead.",,,[],['R'],['Devoid'],mh3,common
Flare of Duplication,R,R,45526,5.95,5306,9.13,2987,,,469,,639,,1108,,1879,,-5.8pp,{1}{R}{R},3,Instant,"You may sacrifice a nontoken red creature rather than pay this spell's mana cost.
Copy target instant or sorcery spell. You may choose new targets for the copy.",,,['R'],['R'],[],mh3,rare
Frogmyr Enforcer,R,U,110865,7.05,12147,10.3,19847,,,3068,,3981,,7049,,12792,,-4.6pp,{7},7,Artifact Creature — Frog Myr,"Prototype {3}{R} — 2/2 (You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.)
Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)",4,4,[],['R'],"['Affinity', 'Prototype']",mh3,uncommon
Furnace Hellkite,R,U,96958,6.0,12097,8.52,33796,,,5159,,6939,,12098,,21723,,-0.7pp,{5}{R}{R},7,Artifact Creature — Dragon,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
Flying
{R}: Furnace Hellkite gets +1/+0 until end of turn.",5,5,['R'],['R'],"['Flying', 'Affinity']",mh3,uncommon
Galvanic Discharge,R,C,136104,3.02,54442,3.39,315940,,,54719,,66575,,121294,,194234,,3.1pp,{R},1,Instant,"Choose target creature or planeswalker. You get {E}{E}{E} (three energy counters), then you may pay any amount of {E}. Galvanic Discharge deals that much damage to that permanent.",,,['R'],['R'],[],mh3,common
Ghostfire Slice,R,U,52839,2.94,16846,3.51,94255,,,16130,,19714,,35844,,58368,,1.1pp,{2}{R},3,Instant,"Devoid (This card has no color.)
This spell costs {2} less to cast if an opponent controls a multicolored permanent.
Ghostfire Slice deals 4 damage to any target.",,,[],['R'],['Devoid'],mh3,uncommon
Glimpse the Impossible,R,C,257227,5.76,48347,7.69,205530,,,34988,,43305,,78293,,127212,,1.3pp,{2}{R},3,Sorcery,"Exile the top three cards of your library. You may play those cards this turn. At the beginning of the next end step, if any of those cards remain exiled, put them into your graveyard, then create a 0/1 colorless Eldrazi Spawn creature token for each card put into your graveyard this way. Those tokens have ""Sacrifice this creature: Add {C}.""",,,['R'],['R'],[],mh3,common
Infernal Captor,R,C,300939,7.73,40349,10.92,73193,,,11251,,14812,,26063,,46882,,-1.8pp,{3}{R},4,Creature — Devil Rogue,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Infernal Captor exploits a creature, gain control of target artifact or creature until end of turn. Untap that permanent. It gains haste until end of turn.",3,3,['R'],['R'],['Exploit'],mh3,common
Inventor's Axe,R,C,295184,7.57,38898,10.7,79167,,,12658,,15450,,28108,,50896,,-0.8pp,{R},1,Artifact — Equipment,"Flash
When Inventor's Axe enters the battlefield, you get {E}{E} (two energy counters).
When Inventor's Axe enters the battlefield, attach it to target creature you control.
Equipped creature gets +2/+0.
Equip—Pay {E}{E}.",,,['R'],['R'],"['Equip', 'Flash']",mh3,common
Mogg Mob,R,U,116618,7.74,14284,11.11,12828,,,2111,,2560,,4671,,8140,,-0.5pp,{R}{R}{R},3,Creature — Goblin,"Sacrifice Mogg Mob: It deals 3 damage divided as you choose among one, two, or three targets.",3,3,['R'],['R'],[],mh3,uncommon
Molten Gatekeeper,R,C,245580,5.42,41067,7.49,195167,,,33290,,38592,,71882,,122688,,-1.8pp,{2}{R},3,Artifact Creature — Golem,"Whenever another creature enters the battlefield under your control, Molten Gatekeeper deals 1 damage to each opponent.
Unearth {R} ({R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",2,3,['R'],['R'],['Unearth'],mh3,common
Party Thrasher,R,R,22910,3.11,7684,3.43,40601,,,7425,,8522,,15947,,24630,,3.2pp,{1}{R},2,Creature — Lizard Wizard,"Noncreature spells you cast from exile have convoke. (Each creature you tap while casting a noncreature spell from exile pays for {1} or one mana of that creature's color.)
At the beginning of your precombat main phase, you may discard a card. If you do, exile the top two cards of your library, then choose one of them. You may play that card this turn.",1,4,['R'],['R'],[],mh3,rare
Phyrexian Ironworks,R,U,81122,4.78,15100,6.14,63951,,,10721,,13647,,24368,,39485,,-1.8pp,{2}{R},3,Artifact,"Whenever you attack, you get {E} (an energy counter).
{T}, Pay {E}{E}{E}: Create a 3/3 colorless Phyrexian Golem artifact creature token. Activate only as a sorcery.",,,['R'],['R'],[],mh3,uncommon
Powerbalance,R,R,46196,6.35,5008,9.92,1101,,,164,,233,,397,,699,,,{R}{R},2,Enchantment,"Whenever an opponent casts a spell, you may reveal the top card of your library. If you do, you may cast that card without paying its mana cost if the two spells have the same mana value.",,,['R'],['R'],[],mh3,rare
Ral and the Implicit Maze,R,U,76928,4.37,20183,5.23,96391,,,15418,,20806,,36224,,59548,,2.4pp,{3}{R}{R},5,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Ral and the Implicit Maze deals 2 damage to each creature and planeswalker your opponents control.
II — You may discard a card. If you do, exile the top two cards of your library. You may play them until the end of your next turn.
III — Create a Spellgorger Weird token. (It's a {2}{R} 2/2 Weird creature with ""Whenever you cast a noncreature spell, put a +1/+1 counter on Spellgorger Weird."")",,,['R'],['R'],[],mh3,uncommon
Reckless Pyrosurfer,R,U,81661,4.53,19997,5.51,102665,,,18411,,19740,,38151,,64294,,-1.2pp,{1}{R},2,Creature — Human Scout,"Haste
Landfall — Whenever a land enters the battlefield under your control, Reckless Pyrosurfer gains battle cry until end of turn. (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn. Each instance of battle cry triggers separately.)",2,2,['R'],['R'],"['Haste', 'Landfall']",mh3,uncommon
Reiterating Bolt,R,U,60889,3.41,16905,4.07,89239,,,15356,,19155,,34511,,54761,,-0.5pp,{1}{R},2,Sorcery,"Replicate—Pay {E}{E}{E}. (When you cast this spell, copy it for each time you paid its replicate cost. You may choose new targets for the copies.)
Reiterating Bolt deals 3 damage to target creature or planeswalker.",,,['R'],['R'],['Replicate'],mh3,uncommon
Sarpadian Simulacrum,R,C,288898,7.19,35932,10.35,90977,,,15704,,17703,,33407,,57349,,-0.6pp,{R},1,Artifact Creature — Goblin,"Haste
{3}{R}, Sacrifice Sarpadian Simulacrum: It deals 4 damage to target creature.",1,1,['R'],['R'],['Haste'],mh3,common
Siege Smash,R,C,300019,7.63,39844,10.82,84496,,,13117,,16661,,29778,,54714,,-1.8pp,{1}{R},2,Instant,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Choose one —
• Destroy target artifact.
• Target creature gets +3/+2 and gains trample until end of turn.",,,['R'],['R'],['Split second'],mh3,common
Skittering Precursor,R,U,81522,4.41,15601,5.91,74740,,,12851,,15527,,28378,,45967,,-0.8pp,{2}{R},3,Creature — Eldrazi Drone,"Devoid (This card has no color.)
Menace
Whenever you sacrifice a nontoken permanent, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",3,3,[],['R'],"['Devoid', 'Menace']",mh3,uncommon
"Skoa, Embermage",R,C,276262,6.33,42301,8.94,145593,,,22001,,30465,,52466,,92255,,-0.9pp,{4}{R}{R},6,Legendary Creature — Goblin Wizard,"When Skoa, Embermage enters the battlefield, it deals 4 damage to any target.
Grandeur — Discard another card named Skoa, Embermage, Sacrifice two Mountains: Skoa deals 4 damage to any target.",4,4,['R'],['R'],['Grandeur'],mh3,common
Smelted Chargebug,R,C,248316,5.52,48679,7.18,240506,,,42717,,47158,,89875,,150219,,-0.3pp,{1}{R},2,Artifact Creature — Insect,"Menace
When Smelted Chargebug enters the battlefield, you get {E}{E} (two energy counters).
Whenever Smelted Chargebug attacks, you may pay {E}. If you do, another target attacking creature gets +1/+0 and gains menace until end of turn.",1,3,['R'],['R'],['Menace'],mh3,common
Spawn-Gang Commander,R,U,48234,2.8,18862,3.09,100088,,,16258,,21661,,37919,,61006,,4.1pp,{3}{R}{R},5,Creature — Eldrazi Goblin,"Devoid (This card has no color.)
When you cast this spell, create three 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}.""
{1}{C}, Sacrifice an Eldrazi: Spawn-Gang Commander deals 2 damage to any target.",2,2,[],['R'],['Devoid'],mh3,uncommon
Thriving Skyclaw,R,C,277394,6.65,35430,9.62,107678,,,17064,,22425,,39489,,68157,,-1.6pp,{2}{R}{R},4,Creature — Cat Dragon,"Flying
When Thriving Skyclaw enters the battlefield, you get {E}{E}{E} (three energy counters).
Whenever Thriving Skyclaw attacks, you may pay {E}{E}{E}. If you do, put a +1/+1 counter on it.",3,2,['R'],['R'],['Flying'],mh3,common
Unstable Amulet,R,U,82559,4.82,18509,5.83,84931,,,15113,,18237,,33350,,51363,,0.9pp,{1}{R},2,Artifact,"When Unstable Amulet enters the battlefield, you get {E}{E} (two energy counters).
Whenever you cast a spell from anywhere other than your hand, Unstable Amulet deals 1 damage to each opponent.
{T}, Pay {E}{E}: Exile the top card of your library. You may play it until you exile another card with Unstable Amulet.",,,['R'],['R'],[],mh3,uncommon
Voidpouncer,R,C,262922,5.79,38619,8.28,154825,,,26828,,31456,,58284,,95612,,-2.0pp,{1}{R},2,Creature — Eldrazi,"Devoid (This card has no color.)
Kicker {2}{C} (You may pay an additional {2}{C} as you cast this spell.)
If Voidpouncer was kicked, it enters the battlefield with two +1/+1 counters and a trample counter on it and with haste.",3,1,[],['R'],"['Devoid', 'Kicker']",mh3,common
Wheel of Potential,R,R,46545,6.26,5468,9.51,2636,,,383,,601,,984,,1655,,-2.0pp,{2}{R},3,Sorcery,"You get {E}{E}{E} (three energy counters), then you may pay X {E}.
Each player may exile their hand and draw X cards. If X is 7 or more, you may play cards you own exiled this way until the end of your next turn.",,,['R'],['R'],[],mh3,rare
Basking Broodscale,G,C,176909,3.62,41529,4.67,233796,,,41780,,51068,,92848,,138611,,1.8pp,{1}{G},2,Creature — Eldrazi Lizard,"Devoid (This card has no color.)
{1}{G}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)
Whenever one or more +1/+1 counters are put on Basking Broodscale, you may create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",2,2,[],['G'],"['Devoid', 'Adapt']",mh3,common
Birthing Ritual,G,M,15678,4.36,1849,6.45,2351,,,409,,537,,946,,1375,,1.4pp,{1}{G},2,Enchantment,"At the beginning of your end step, if you control a creature, look at the top seven cards of your library. Then you may sacrifice a creature. If you do, you may put a creature card with mana value X or less from among those cards onto the battlefield, where X is 1 plus the sacrificed creature's mana value. Put the rest on the bottom of your library in a random order.",,,['G'],['G'],[],mh3,mythic
